Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02.mzML	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R03.mzML
P32466	HXT3_YEAST	HXT3	Low-affinity glucose transporter HXT3	1.5055e+07	1.41557e+07	1.42972e+07	2.40174e+06	2.37884e+06	2.25921e+06
P32467	HXT4_YEAST	HXT4	Low-affinity glucose transporter HXT4	2.56198e+06	2.80842e+06	3.32625e+06	1.49738e+06	1.4203e+06	1.47288e+06
P32468	CDC12_YEAST	CDC12	Cell division control protein 12	5.60848e+06	5.91853e+06	5.76533e+06	2.90653e+06	2.7137e+06	2.85655e+06
P32469	DPH5_YEAST	DPH5	Diphthine methyl ester synthase	1.00884e+07	1.00846e+07	1.02372e+07	5.22913e+06	4.28479e+06	5.50419e+06
P32471	EF1B_YEAST	EFB1	Elongation factor 1-beta	2.0394e+08	2.12371e+08	2.12639e+08	1.05426e+08	9.89163e+07	9.38053e+07
P32472	FKBP2_YEAST	FPR2	Peptidyl-prolyl cis-trans isomerase FPR2	8.70112e+06	9.06836e+06	9.05091e+06	6.76014e+06	6.37411e+06	6.1529e+06
P32473	ODPB_YEAST	PDB1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	3.78407e+07	3.63501e+07	3.67635e+07	1.90774e+07	1.9386e+07	1.93232e+07
P32474	EUG1_YEAST	EUG1	Protein disulfide-isomerase EUG1	1.73263e+06	1.69646e+06	1.85863e+06	866364	990658	938409
P32476	ERG1_YEAST	ERG1	Squalene monooxygenase	1.99987e+06	2.50163e+06	2.07039e+06	983207	1.11961e+06	917635
P32477	GSH1_YEAST	GSH1	Glutamate--cysteine ligase	2.76591e+06	3.15129e+06	3.21646e+06	1.47736e+06	1.54101e+06	1.4552e+06
P32481	IF2G_YEAST	GCD11	Eukaryotic translation initiation factor 2 subunit gamma	1.57264e+07	1.59494e+07	1.58124e+07	7.93192e+06	7.97448e+06	8.12542e+06
P32485	HOG1_YEAST	HOG1	Mitogen-activated protein kinase HOG1	5.85827e+06	5.81389e+06	6.58084e+06	1.21966e+06	1.25126e+06	1.0602e+06
P32495	NHP2_YEAST	NHP2	H/ACA ribonucleoprotein complex subunit NHP2	1.09625e+07	1.24418e+07	9.90076e+06	6.24759e+06	5.36779e+06	5.24261e+06
P32496	RPN12_YEAST	RPN12	26S proteasome regulatory subunit RPN12	6.12451e+06	6.19506e+06	5.7979e+06	3.44291e+06	3.05885e+06	3.19971e+06
P32497	EIF3C_YEAST	NIP1	Eukaryotic translation initiation factor 3 subunit C	6.47849e+06	6.21594e+06	5.57257e+06	3.13338e+06	2.93928e+06	2.69599e+06
P32499	NUP2_YEAST	NUP2	Nucleoporin NUP2	3.13339e+06	3.13833e+06	2.90273e+06	1.56828e+06	1.44897e+06	1.36886e+06
P32501	EI2BE_YEAST	GCD6	Translation initiation factor eIF-2B subunit epsilon	871929	1.09295e+06	1.21563e+06	425339	498523	541896
P32502	EI2BB_YEAST	GCD7	Translation initiation factor eIF-2B subunit beta	944506	1.09376e+06				
P32505	NAB2_YEAST	NAB2	Nuclear polyadenylated RNA-binding protein NAB2	1.76726e+06	1.85218e+06	1.65359e+06	577568	872362	928440
P32521	PAN1_YEAST	PAN1	Actin cytoskeleton-regulatory complex protein PAN1	4.92068e+06	3.88441e+06	3.45047e+06	2.4761e+06	1.50741e+06	3.08222e+06
P32523	PRP19_YEAST	PRP19	Pre-mRNA-processing factor 19	1.62737e+06	1.35791e+06	1.30329e+06	702726	549060	841637
P32527	ZUO1_YEAST	ZUO1	Zuotin	1.82504e+07	1.74262e+07	1.66102e+07	9.32706e+06	8.60666e+06	9.57089e+06
P32529	RPA12_YEAST	RPA12	DNA-directed RNA polymerase I subunit RPA12	3.01937e+06	3.40416e+06	2.96426e+06	2.14212e+06	1.61878e+06	1.80537e+06
P32558	SPT16_YEAST	SPT16	FACT complex subunit SPT16	2.75329e+06	2.94139e+06	3.28885e+06	1.53894e+06	1.56362e+06	1.11152e+06
P32561	RPD3_YEAST	RPD3	Histone deacetylase RPD3	907986	832907	880782	376119	238198	
P32563	VPH1_YEAST	VPH1	V-type proton ATPase subunit a, vacuolar isoform	6.12688e+06	6.61347e+06	6.74499e+06	3.17202e+06	2.97174e+06	3.26984e+06
P32564	SCM4_YEAST	SCM4	Protein SCM4	6.00491e+06	6.93857e+06	6.73778e+06		3.90305e+06	
P32565	RPN2_YEAST	RPN2	26S proteasome regulatory subunit RPN2	8.46125e+06	7.8266e+06	8.21741e+06	3.86604e+06	3.88732e+06	3.81864e+06
P32566	SMI1_YEAST	SMI1	Cell wall assembly regulator SMI1	2.86265e+06	2.53952e+06	2.70489e+06			1.17173e+06
P32579	SUA5_YEAST	SUA5	Threonylcarbamoyl-AMP synthase	692048	574904	587865	200916		262441
P32582	CBS_YEAST	CYS4	Cystathionine beta-synthase	5.01535e+07	5.04394e+07	5.01841e+07	2.54324e+07	2.55672e+07	2.56662e+07
P32583	SRP40_YEAST	SRP40	Suppressor protein SRP40	2.77341e+06	3.16727e+06	2.99439e+06			
P32588	PUB1_YEAST	PUB1	Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1	2.04394e+07	2.06099e+07	2.20189e+07	9.18196e+06	1.02352e+07	1.06534e+07
P32589	HSP7F_YEAST	SSE1	Heat shock protein homolog SSE1	4.51311e+07	4.46612e+07	4.55714e+07	2.16701e+07	2.27739e+07	2.23659e+07
P32590	HSP79_YEAST	SSE2	Heat shock protein homolog SSE2	5.70363e+07	5.82803e+07	5.77119e+07	2.81182e+07	2.94789e+07	2.78783e+07
P32591	SWI3_YEAST	SWI3	SWI/SNF complex subunit SWI3	742952	545775				
P32598	PP12_YEAST	GLC7	Serine/threonine-protein phosphatase PP1-2	4.86271e+07	4.84549e+07	4.96986e+07	3.92543e+07	3.67617e+07	3.94513e+07
P32599	FIMB_YEAST	SAC6	Fimbrin	2.63926e+07	2.55212e+07	2.52864e+07	1.32016e+07	1.29185e+07	1.29526e+07
P32602	SEC17_YEAST	SEC17	Alpha-soluble NSF attachment protein	8.31422e+06	8.07646e+06	8.66185e+06	4.43968e+06	3.94369e+06	4.04352e+06
P32604	F26_YEAST	FBP26	Fructose-2,6-bisphosphatase	1.83967e+06	1.84641e+06	1.53249e+06	856294	634897	635593
P32608	RTG2_YEAST	RTG2	Retrograde regulation protein 2	4.31887e+06	3.9867e+06	3.97902e+06	1.37396e+06	1.30305e+06	1.00404e+06
P32610	VATD_YEAST	VMA8	V-type proton ATPase subunit D	5.50649e+06	5.98255e+06	5.59553e+06	3.01515e+06	3.42452e+06	3.29729e+06
P32611	RML2_YEAST	RML2	54S ribosomal protein RML2, mitochondrial	1.46918e+06	1.0465e+06	1.4968e+06	737864		644137
P32614	FRDS_YEAST	FRD1	Fumarate reductase 1	1.68312e+07	1.6907e+07	1.6889e+07	8.31295e+06	8.35392e+06	7.86174e+06
P32621	GDA1_YEAST	GDA1	Guanosine-diphosphatase	881458	868264	1.08756e+06	421443	566666	515891
P32626	ENOPH_YEAST	UTR4	Enolase-phosphatase E1	2.04138e+06	1.28158e+06				
P32628	RAD23_YEAST	RAD23	UV excision repair protein RAD23	9.2715e+06	8.70245e+06	8.71938e+06	4.33683e+06	4.76239e+06	4.71171e+06
P32629	ANP1_YEAST	ANP1	Mannan polymerase II complex ANP1 subunit	1.11128e+06	1.30585e+06	1.24345e+06	582832	646529	414432
P32643	TMT1_YEAST	TMT1	Trans-aconitate 3-methyltransferase	2.17392e+07	1.51439e+07	1.87088e+07	1.49387e+07	1.16355e+07	9.71669e+06
P32656	CHAC_YEAST	GCG1	Glutathione-specific gamma-glutamylcyclotransferase	295510	535241				
P32657	CHD1_YEAST	CHD1	Chromo domain-containing protein 1	529467	489286	516033	569338	472711	368924
P32744	CLAS2_CAEEL	cls-2	Protein CLASP-2	788880	643495	546611	838310	815680	697746
P32769	HBS1_YEAST	HBS1	Elongation factor 1 alpha-like protein	2.04895e+06	2.06888e+06	2.21845e+06	1.02552e+06	1.04328e+06	
P32771	FADH_YEAST	SFA1	S-(hydroxymethyl)glutathione dehydrogenase	4.39958e+07	4.34254e+07	4.51644e+07	2.21041e+07	2.23839e+07	2.21845e+07
P32774	T2AG_YEAST	TOA2	Transcription initiation factor IIA subunit 2	3.56488e+06	3.01138e+06	3.0265e+06	1.48542e+06	1.67884e+06	1.53905e+06
P32775	GLGB_YEAST	GLC3	1,4-alpha-glucan-branching enzyme	8.08838e+06	8.00925e+06	8.576e+06	4.10816e+06	4.29969e+06	4.48153e+06
P32780	TF2H1_HUMAN	GTF2H1	General transcription factor IIH subunit 1	1.39614e+06	1.22346e+06	972790	1.01462e+06	1.06777e+06	983261
P32787	MG101_YEAST	MGM101	Mitochondrial genome maintenance protein MGM101	4.31854e+06	4.51338e+06	4.50317e+06	2.38435e+06	2.49941e+06	2.13325e+06
P32790	SLA1_YEAST	SLA1	Actin cytoskeleton-regulatory complex protein SLA1	2.36045e+06	3.07154e+06	3.28198e+06	1.46736e+06	1.37297e+06	1.39324e+06
P32793	YSC84_YEAST	YSC84	Protein YSC84	2.22344e+06	1.59957e+06	1.49792e+06			
P32795	YME1_YEAST	YME1	Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1	2.13982e+06	1.89686e+06	1.9602e+06	1.13003e+06	891193	1.15219e+06
P32796	CACP_YEAST	CAT2	Carnitine O-acetyltransferase, mitochondrial	1.7591e+06	1.72283e+06	1.72088e+06	781640	660434	695413
P32799	COX13_YEAST	COX13	Cytochrome c oxidase subunit 13, mitochondrial	2.35209e+07	2.10771e+07	2.25179e+07	1.21118e+07	1.15538e+07	1.14445e+07
P32803	EMP24_YEAST	EMP24	Endosomal protein P24B	5.92421e+06	5.993e+06	6.29126e+06	2.87684e+06	2.96971e+06	3.30149e+06
P32831	NGR1_YEAST	NGR1	Negative growth regulatory protein NGR1	654636	580651	409462	298211		
P32832	RSC7_YEAST	NPL6	Chromatin structure-remodeling complex subunit RSC7		808075	606848			180887
P32835;P32836	GSP1_YEAST;GSP2_YEAST	GSP1;GSP2	GTP-binding nuclear protein GSP1/CNR1	3.97589e+07	4.23677e+07	3.76023e+07	2.55109e+07	2.2626e+07	2.52694e+07
P32843	YME2_YEAST	YME2	Mitochondrial escape protein 2	2.0769e+06	1.87442e+06	1.86402e+06	753083	1.10792e+06	459709
P32855	SEC8_YEAST	SEC8	Exocyst complex component SEC8	201288	164988	170814		88864.7	
P32857	PTM1_YEAST	PTM1	Membrane protein PTM1	1.63575e+06	1.73787e+06	1.59652e+06	679907	830586	821388
P32860	NFU1_YEAST	NFU1	NifU-like protein, mitochondrial	1.96379e+06	2.08082e+06	2.26739e+06	891015	810730	829289
P32861	UGPA1_YEAST	UGP1	UTP--glucose-1-phosphate uridylyltransferase	5.05595e+07	5.05293e+07	5.22886e+07	2.58059e+07	2.57079e+07	2.58292e+07
P32864	RAEP_YEAST	MRS6	Rab proteins geranylgeranyltransferase component A	376553	350619	333902		141529	
P32867	SSO1_YEAST	SSO1	Protein SSO1	5.33539e+06	5.80131e+06	6.63999e+06	2.59965e+06	1.97326e+06	3.69634e+06
P32875	LIPA_YEAST	LIP5	Lipoyl synthase, mitochondrial	394185					
P32891	DLD1_YEAST	DLD1	D-lactate dehydrogenase [cytochrome] 1, mitochondrial	9.53076e+06	9.84217e+06	9.2955e+06	5.06815e+06	5.14753e+06	5.15613e+06
P32892	DRS1_YEAST	DRS1	ATP-dependent RNA helicase DRS1		203482				
P32895	KPR1_YEAST	PRS1	Ribose-phosphate pyrophosphokinase 1	4.25682e+06	4.64935e+06	4.14819e+06	2.31589e+06	2.13772e+06	2.18668e+06
P32897	TIM23_YEAST	TIM23	Mitochondrial import inner membrane translocase subunit TIM23	2.77666e+06	2.95505e+06	3.01005e+06	1.17808e+06	1.47809e+06	1.4749e+06
P32898	CYM1_YEAST	CYM1	Mitochondrial presequence protease	708046	814107	1.02036e+06	381134	333539	351671
P32902	RT04_YEAST	MRP4	37S ribosomal protein MRP4, mitochondrial	738687	900501	744131	352788	360333	200850
P32904	RM06_YEAST	MRPL6	54S ribosomal protein L6, mitochondrial	826920	815800	811789			
P32911	SUI1_YEAST	SUI1	Eukaryotic translation initiation factor eIF-1	2.59174e+07	2.46696e+07	2.35926e+07	1.32963e+07	1.39058e+07	1.37474e+07
P32915	SC61A_YEAST	SEC61	Protein transport protein SEC61	1.00688e+07	1.06105e+07	1.01515e+07	5.66188e+06	5.51858e+06	6.1811e+06
P32916	SRPR_YEAST	SRP101	Signal recognition particle receptor subunit alpha homolog	1.6116e+06	1.84575e+06	2.04482e+06	792282	922018	993413
P32929	CGL_HUMAN	CTH	Cystathionine gamma-lyase	2.21243e+06	2.82481e+06	2.3635e+06	2.39734e+06	2.33646e+06	2.53721e+06
P32939	YPT7_YEAST	YPT7	GTP-binding protein YPT7	5.53546e+06	5.04161e+06	5.65634e+06	3.17418e+06	3.11894e+06	3.00892e+06
P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9	1.67335e+08	1.67816e+08	1.62284e+08	1.59178e+08	1.60913e+08	1.61015e+08
P33121	ACSL1_HUMAN	ACSL1	Long-chain-fatty-acid--CoA ligase 1	1.06298e+06	1.09984e+06	1.02065e+06	1.02065e+06	926777	1.07351e+06
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	1.34664e+07	1.23147e+07	1.08529e+07	1.0798e+07	1.35032e+07	1.25446e+07
P33201	MRT4_YEAST	MRT4	Ribosome assembly factor MRT4	4.18789e+06	4.02862e+06	3.60992e+06	2.26446e+06	2.45332e+06	2.20584e+06
P33202	UFD4_YEAST	UFD4	Ubiquitin fusion degradation protein 4	512785	200239				
P33204	ARPC4_YEAST	ARC19	Actin-related protein 2/3 complex subunit 4	8.75022e+06	8.51315e+06	8.20618e+06	4.23975e+06	4.37839e+06	4.5031e+06
P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	1.48262e+07	1.43682e+07	1.46141e+07	1.4207e+07	1.50756e+07	1.48122e+07
P33297	PRS6A_YEAST	RPT5	26S proteasome regulatory subunit 6A	2.99839e+07	2.65634e+07	2.71886e+07	1.51308e+07	1.06611e+07	1.07929e+07
P33298	PRS6B_YEAST	RPT3	26S proteasome regulatory subunit 6B homolog	6.85888e+06	6.49322e+06	6.141e+06	3.58877e+06	3.27611e+06	3.45011e+06
P33299	PRS7_YEAST	RPT1	26S proteasome regulatory subunit 7 homolog	8.89409e+06	8.15856e+06	8.67323e+06	5.41431e+06	5.31723e+06	5.27439e+06
P33303	SFC1_YEAST	SFC1	Succinate/fumarate mitochondrial transporter		2.63844e+06	2.44695e+06			
P33307	CSE1_YEAST	CSE1	Importin alpha re-exporter	646746	648594	841014	254195	330180	279336
P33315	TKT2_YEAST	TKL2	Transketolase 2	3.08031e+07	3.2052e+07	3.14886e+07	1.61638e+07	1.63705e+07	1.59288e+07
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	8.12776e+07	8.56802e+07	8.95376e+07	8.25675e+07	8.02873e+07	8.14205e+07
P33317	DUT_YEAST	DUT1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3.80055e+06	3.898e+06	3.46709e+06	1.55354e+06	1.65192e+06	2.50145e+06
P33322	CBF5_YEAST	CBF5	H/ACA ribonucleoprotein complex subunit CBF5	7.03034e+06	7.36186e+06	7.31815e+06	3.24996e+06	3.77201e+06	3.59896e+06
P33324	YKJ1_YEAST	YKL091C	CRAL-TRIO domain-containing protein YKL091C	2.06248e+06	2.09946e+06	1.99158e+06	1.28985e+06	974729	1.05924e+06
P33327	DHE2_YEAST	GDH2	NAD-specific glutamate dehydrogenase	2.0527e+06	1.87042e+06	2.28025e+06	943719	1.0122e+06	1.01927e+06
P33328	SNC2_YEAST	SNC2	Synaptobrevin homolog 2	5.92507e+06	4.94216e+06	4.98137e+06	2.58192e+06	2.20067e+06	2.51598e+06
P33330	SERC_YEAST	SER1	Phosphoserine aminotransferase	9.23708e+06	9.70798e+06	9.14443e+06	4.60434e+06	4.38371e+06	4.60516e+06
P33331	NTF2_YEAST	NTF2	Nuclear transport factor 2	5.77388e+07	5.1948e+07	4.40256e+07	2.76409e+07	2.60395e+07	2.44904e+07
P33332	SEC3_YEAST	SEC3	Exocyst complex component SEC3	189236	443962	335254			
P33333	PLSC_YEAST	SLC1	Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase	2.09689e+06	2.47431e+06	2.19027e+06	1.40959e+06	1.32964e+06	1.1385e+06
P33338	SLA2_YEAST	SLA2	Protein SLA2	8.1466e+06	6.67635e+06	7.7028e+06	1.26379e+06	1.35541e+06	1.21189e+06
P33399	LHP1_YEAST	LHP1	La protein homolog	1.67414e+06	1.28432e+06	1.19114e+06	644254	599657	577349
P33401	PGM1_YEAST	PGM1	Phosphoglucomutase 1	3.59237e+06	3.68427e+06	4.07588e+06	513819	2.41604e+06	536834
P33411	PRP18_YEAST	PRP18	Pre-mRNA-splicing factor 18	130910	94281.4	87076.4	30171.3	53343.3	
P33416	HSP78_YEAST	HSP78	Heat shock protein 78, mitochondrial	1.65955e+07	1.71416e+07	1.66716e+07	8.27756e+06	8.40635e+06	8.26225e+06
P33442	RS3A1_YEAST	RPS1A	40S ribosomal protein S1-A	3.53e+07	3.80557e+07	3.42295e+07	1.64291e+07	1.7572e+07	1.77535e+07
P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	1.99226e+06	1.75578e+06	1.59212e+06	2.10257e+06	1.93167e+06	1.90733e+06
P33552	CKS2_HUMAN	CKS2	Cyclin-dependent kinases regulatory subunit 2	2.6309e+06	2.59143e+06	2.77741e+06	2.1766e+06	2.0513e+06	2.18534e+06
P33734	HIS5_YEAST	HIS7	Imidazole glycerol phosphate synthase hisHF	6.1912e+06	5.89808e+06	6.1743e+06	2.97718e+06	3.20752e+06	2.93466e+06
P33753	TRM2_YEAST	TRM2	tRNA (uracil(54)-C(5))-methyltransferase		430797	369754			
P33754	SEC66_YEAST	SEC66	Translocation protein SEC66	1.69306e+06	1.42398e+06	1.79814e+06			
P33755	NPL4_YEAST	NPL4	Nuclear protein localization protein 4	1.0674e+06	1.1045e+06	1.30353e+06	440103	493903	430602
P33767	OSTB_YEAST	WBP1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	3.15764e+06	4.35426e+06	3.72308e+06	1.85949e+06	1.73799e+06	1.94648e+06
P33775	PMT1_YEAST	PMT1	Dolichyl-phosphate-mannose--protein mannosyltransferase 1	6.19976e+06	6.18434e+06	6.07528e+06	3.37493e+06	3.47615e+06	3.48955e+06
P33892	GCN1_YEAST	GCN1	eIF-2-alpha kinase activator GCN1	5.58071e+06	5.74765e+06	5.7985e+06	2.99123e+06	3.11173e+06	3.28596e+06
P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1	4.18662e+06	3.70206e+06	4.3308e+06	3.75195e+06	3.65327e+06	3.92614e+06
P33981	TTK_HUMAN	TTK	Dual specificity protein kinase TTK	1.85881e+06	2.08221e+06	1.81213e+06	1.98733e+06	2.10495e+06	2.23649e+06
P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4	2.80765e+07	2.70396e+07	2.66259e+07	2.545e+07	2.58288e+07	2.53622e+07
P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5	2.14908e+07	2.13113e+07	2.14572e+07	2.03872e+07	2.078e+07	2.07471e+07
P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	2.3756e+07	2.27751e+07	2.31703e+07	2.33673e+07	2.39925e+07	2.26059e+07
P34059	GALNS_HUMAN	GALNS	N-acetylgalactosamine-6-sulfatase	375621	498430	343135	414419	425415	409438
P34077	NIC96_YEAST	NIC96	Nucleoporin NIC96			1.43208e+06			
P34087	RPB7_YEAST	RPB7	DNA-directed RNA polymerase II subunit RPB7	3.31232e+06	3.59167e+06	2.73372e+06		1.74778e+06	
P34160	NCBP1_YEAST	STO1	Nuclear cap-binding protein complex subunit 1	1.42759e+06	1.39999e+06	1.30329e+06	792931	503513	755402
P34162	MED20_YEAST	SRB2	Mediator of RNA polymerase II transcription subunit 20		3.17544e+06				2.54013e+06
P34163	TGL1_YEAST	TGL1	Sterol esterase TGL1	690481	756091	709035	409061	286365	321218
P34167	IF4B_YEAST	TIF3	Eukaryotic translation initiation factor 4B	2.17146e+07	2.15266e+07	2.0871e+07	1.0276e+07	1.16348e+07	1.14958e+07
P34183	SYH_CAEEL	hars-1	Histidine--tRNA ligase	5.15982e+06	5.1655e+06	5.92808e+06	6.80031e+06	6.45366e+06	6.88165e+06
P34213	RAB6A_CAEEL	rab-6.1	Ras-related protein Rab-6.1	420362	315225	419953	604289	650808	480645
P34216	EDE1_YEAST	EDE1	EH domain-containing and endocytosis protein 1	7.12746e+06	7.0005e+06	6.4139e+06	3.29488e+06	3.55509e+06	3.67055e+06
P34221	PP2C3_YEAST	PTC3	Protein phosphatase 2C homolog 3	3.49937e+06	3.62753e+06	3.49613e+06	1.9747e+06	1.36802e+06	1.61339e+06
P34222	PTH2_YEAST	PTH2	Peptidyl-tRNA hydrolase 2	468731	938166	637577			
P34223	UBX1_YEAST	SHP1	UBX domain-containing protein 1	5.71602e+06	5.40496e+06	5.26748e+06	2.96311e+06	2.60083e+06	2.56434e+06
P34227	PRX1_YEAST	PRX1	Peroxiredoxin PRX1, mitochondrial	4.8238e+07	4.43781e+07	4.87823e+07	2.36891e+07	2.34146e+07	2.24031e+07
P34232	MTR2_YEAST	MTR2	mRNA transport regulator MTR2	824578	872551	835586	365310	520754	477406
P34237	CASP_YEAST	COY1	Protein CASP	1.14288e+06	1.10201e+06	968889			
P34240	ZRT3_YEAST	ZRT3	Zinc-regulated transporter 3	377006	370854	456169	192286	184551	163282
P34253	KTI12_YEAST	KTI12	Protein KTI12	615431	499216	627441			192738
P34255	ECHH_CAEEL	B0303.3	Probable 3-ketoacyl-CoA thiolase	1.34311e+07	1.40768e+07	1.40453e+07	1.69702e+07	1.70509e+07	1.75616e+07
P34280	YKK3_CAEEL	C02F5.3	Uncharacterized GTP-binding protein C02F5.3	1.4746e+06	1.68441e+06	1.67958e+06	1.71083e+06	1.72097e+06	1.85085e+06
P34286	PSB1_CAEEL	pbs-6	Proteasome subunit beta type-1	1.22504e+07	1.42633e+07	1.51351e+07	1.71084e+07	1.7767e+07	1.65314e+07
P34304	YKQ9_CAEEL	C06E1.9	Uncharacterized protein C06E1.9	236169		141013	293728	306746	293908
P34308	CAN_CAEEL	clp-1	Calpain clp-1	4.74292e+06	4.95408e+06	5.30481e+06	6.06716e+06	6.33909e+06	6.12299e+06
P34325	CYK7_CAEEL	cyk-7	Cytokinesis defective protein 7	883812	829968	862632	852507	865719	845444
P34328	HSP10_CAEEL	hsp-12.2	Heat shock protein Hsp-12.2	7.40094e+07	6.97894e+07	7.7595e+07	8.8155e+07	8.84209e+07	8.77214e+07
P34329	PDIA4_CAEEL	C14B9.2	Probable protein disulfide-isomerase A4	4.25377e+06	4.04595e+06	4.11721e+06	5.04044e+06	4.91706e+06	4.80116e+06
P34331	PLK1_CAEEL	plk-1	Serine/threonine-protein kinase plk-1				946396		806736
P34334	RL21_CAEEL	rpl-21	60S ribosomal protein L21	1.39603e+08	1.33107e+08	1.33237e+08	1.586e+08	1.58719e+08	1.53906e+08
P34339	EIF3A_CAEEL	egl-45	Eukaryotic translation initiation factor 3 subunit A	1.12209e+07	1.11539e+07	1.11899e+07	1.35076e+07	1.36247e+07	1.32594e+07
P34340	COL90_CAEEL	col-90	Putative cuticle collagen 90	4.14141e+06	4.23573e+06	4.00585e+06	5.27392e+06	5.31093e+06	4.85036e+06
P34342	RGP2_CAEEL	ran-2	Ran GTPase-activating protein 2	1.24949e+06	1.07558e+06	1.08683e+06	1.72623e+06	1.50139e+06	1.37108e+06
P34343	NU133_CAEEL	npp-15	Nuclear pore complex protein 15	364175	345314	304474	487119	478543	464635
P34345	GSTO1_CAEEL	gsto-1	Glutathione transferase omega-1	1.56494e+07	1.51624e+07	1.33816e+07	2.01174e+07	1.94513e+07	1.92176e+07
P34346	KAD2_CAEEL	let-754	Adenylate kinase	2.28095e+07	2.39528e+07	2.58629e+07	2.89205e+07	3.04812e+07	2.98839e+07
P34355	ACX15_CAEEL	acox-1.5	Probable peroxisomal acyl-coenzyme A oxidase 1.5	3.68198e+06	3.57736e+06	3.38643e+06	4.82208e+06	5.15326e+06	5.27846e+06
P34369	PRP8_CAEEL	prp-8	Pre-mRNA-splicing factor 8 homolog	3.74985e+06	3.67408e+06	3.56783e+06	4.24026e+06	4.58547e+06	4.35655e+06
P34382	FAR1_CAEEL	far-1	Fatty-acid and retinol-binding protein 1	5.46241e+06	4.8993e+06	4.91653e+06	6.58613e+06	6.63168e+06	6.04954e+06
P34383	FAR2_CAEEL	far-2	Fatty-acid and retinol-binding protein 2	1.98241e+06	2.13728e+06	2.21204e+06	2.50315e+06	2.65427e+06	2.55594e+06
P34384	RM44_CAEEL	mrpl-44	Ribosomal protein L44, mitochondrial	5.8796e+06	6.36184e+06	5.64867e+06	3.44005e+06	6.82647e+06	6.40891e+06
P34385	MCCB_CAEEL	F02A9.10	Probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	4.91182e+06	4.74582e+06	4.98165e+06	6.39346e+06	6.22362e+06	6.18536e+06
P34388	RT09_CAEEL	mrps-9	Probable 40S ribosomal protein S9, mitochondrial	1.81588e+06	2.74879e+06	2.97083e+06	3.48317e+06	3.00226e+06	3.31135e+06
P34392	YLS7_CAEEL	F09G8.7	Uncharacterized protein F09G8.7		901382	1.14783e+06	1.27298e+06	835555	996717
P34415	YLZ2_CAEEL	F42H10.2	Uncharacterized protein F42H10.2	699979	742186	670388	1.05846e+06	1.25386e+06	1.08217e+06
P34416	LASP1_CAEEL	F42H10.3	LIM and SH3 domain protein F42H10.3	1.48449e+06	1.30959e+06		2.21273e+06	1.55442e+06	
P34431	RETR1_CAEEL	retr-1	Retrotransposon-like protein 1	779952	508369		971936	963893	1.19056e+06
P34434	YL54_CAEEL	F44E2.4	Uncharacterized protein F44E2.4	803467	552829	677853	979582	882579	750822
P34436	MSRB_CAEEL	F44E2.6	Probable methionine-R-sulfoxide reductase B	464143	412506	337066	567070	665348	579631
P34438	YL58_CAEEL	F44E2.8	Uncharacterized protein F44E2.8	2.09434e+06	1.94269e+06	1.94913e+06	2.37128e+06	2.0266e+06	2.02567e+06
P34439	HCDH1_CAEEL	F54C8.1	Probable 3-hydroxyacyl-CoA dehydrogenase F54C8.1		268114	240345		334209	
P34445	YL87_CAEEL	F54C8.7	Uncharacterized protein F54C8.7	2.20501e+06	3.43489e+06	1.19853e+06	2.12817e+06	7.2014e+06	8.02013e+06
P34446	PAT2_CAEEL	pat-2	Integrin alpha pat-2	1.85647e+06	1.85736e+06	2.00307e+06	2.3371e+06	2.46452e+06	2.5953e+06
P34453	PEX19_CAEEL	prx-19	Putative peroxisomal biogenesis factor 19	2.05683e+06	1.85989e+06	1.54067e+06	2.11537e+06	2.61949e+06	2.6468e+06
