Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R03.mzML
P32867	SSO1_YEAST	SSO1	Protein SSO1	2.47414e+06
P32891	DLD1_YEAST	DLD1	D-lactate dehydrogenase [cytochrome] 1, mitochondrial	5.08589e+06
P32895	KPR1_YEAST	PRS1	Ribose-phosphate pyrophosphokinase 1	1.93003e+06
P32902	RT04_YEAST	MRP4	37S ribosomal protein MRP4, mitochondrial	158436
P32911	SUI1_YEAST	SUI1	Eukaryotic translation initiation factor eIF-1	1.27501e+07
P32915	SC61A_YEAST	SEC61	Protein transport protein SEC61	4.0289e+06
P32916	SRPR_YEAST	SRP101	Signal recognition particle receptor subunit alpha homolog	427600
P32929	CGL_HUMAN	CTH	Cystathionine gamma-lyase	2.73619e+06
P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9	3.50603e+07
P33121	ACSL1_HUMAN	ACSL1	Long-chain-fatty-acid--CoA ligase 1	939176
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	5.61477e+06
P33201	MRT4_YEAST	MRT4	Ribosome assembly factor MRT4	1.96213e+06
P33204	ARPC4_YEAST	ARC19	Actin-related protein 2/3 complex subunit 4	6.04616e+06
P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	1.43213e+07
P33297	PRS6A_YEAST	RPT5	26S proteasome regulatory subunit 6A	2.23106e+07
P33298	PRS6B_YEAST	RPT3	26S proteasome regulatory subunit 6B homolog	3.28162e+06
P33299	PRS7_YEAST	RPT1	26S proteasome regulatory subunit 7 homolog	2.05197e+06
P33315	TKT2_YEAST	TKL2	Transketolase 2	3.08383e+07
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	9.73684e+07
P33322	CBF5_YEAST	CBF5	H/ACA ribonucleoprotein complex subunit CBF5	4.22232e+06
P33324	YKJ1_YEAST	YKL091C	CRAL-TRIO domain-containing protein YKL091C	916226
P33327	DHE2_YEAST	GDH2	NAD-specific glutamate dehydrogenase	793065
P33328	SNC2_YEAST	SNC2	Synaptobrevin homolog 2	2.25964e+06
P33330	SERC_YEAST	SER1	Phosphoserine aminotransferase	4.93478e+06
P33331	NTF2_YEAST	NTF2	Nuclear transport factor 2	1.62232e+07
P33333	PLSC_YEAST	SLC1	Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase	2.15869e+06
P33338	SLA2_YEAST	SLA2	Protein SLA2	1.49379e+06
P33399	LHP1_YEAST	LHP1	La protein homolog	3.0548e+06
P33401	PGM1_YEAST	PGM1	Phosphoglucomutase 1	222720
P33416	HSP78_YEAST	HSP78	Heat shock protein 78, mitochondrial	7.73976e+06
P33442	RS3A1_YEAST	RPS1A	40S ribosomal protein S1-A	4.77446e+07
P33448	TOM6_YEAST	TOM6	Mitochondrial import receptor subunit TOM6	52362.3
P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	5.7355e+06
P33552	CKS2_HUMAN	CKS2	Cyclin-dependent kinases regulatory subunit 2	2.2543e+06
P33734	HIS5_YEAST	HIS7	Imidazole glycerol phosphate synthase hisHF	2.25024e+06
P33755	NPL4_YEAST	NPL4	Nuclear protein localization protein 4	735809
P33767	OSTB_YEAST	WBP1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	1.95264e+06
P33775	PMT1_YEAST	PMT1	Dolichyl-phosphate-mannose--protein mannosyltransferase 1	1.47224e+06
P33892	GCN1_YEAST	GCN1	eIF-2-alpha kinase activator GCN1	1.89631e+06
P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1	5.0415e+06
P33908	MA1A1_HUMAN	MAN1A1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	1.02446e+07
P33981	TTK_HUMAN	TTK	Dual specificity protein kinase TTK	2.04579e+06
P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4	2.38406e+07
P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5	1.75157e+07
P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	2.07283e+07
P34059	GALNS_HUMAN	GALNS	N-acetylgalactosamine-6-sulfatase	393430
P34160	NCBP1_YEAST	STO1	Nuclear cap-binding protein complex subunit 1	422920
P34167	IF4B_YEAST	TIF3	Eukaryotic translation initiation factor 4B	9.37676e+06
P34183	SYH_CAEEL	hars-1	Histidine--tRNA ligase	8.75485e+06
P34216	EDE1_YEAST	EDE1	EH domain-containing and endocytosis protein 1	3.68692e+06
P34221	PP2C3_YEAST	PTC3	Protein phosphatase 2C homolog 3	1.20546e+06
P34223	UBX1_YEAST	SHP1	UBX domain-containing protein 1	3.23608e+06
P34227	PRX1_YEAST	PRX1	Peroxiredoxin PRX1, mitochondrial	2.24826e+07
P34232	MTR2_YEAST	MTR2	mRNA transport regulator MTR2	276517
P34255	ECHH_CAEEL	B0303.3	Probable 3-ketoacyl-CoA thiolase	1.39802e+07
P34260	VP33A_CAEEL	vps-33.1	Vacuolar protein sorting-associated protein 33A	366251
P34280	YKK3_CAEEL	C02F5.3	Uncharacterized GTP-binding protein C02F5.3	1.55863e+06
P34286	PSB1_CAEEL	pbs-6	Proteasome subunit beta type-1	1.33741e+07
P34304	YKQ9_CAEEL	C06E1.9	Uncharacterized protein C06E1.9	441589
P34308	CAN_CAEEL	clp-1	Calpain clp-1	4.28484e+06
P34325	CYK7_CAEEL	cyk-7	Cytokinesis defective protein 7	1.32305e+06
P34328	HSP10_CAEEL	hsp-12.2	Heat shock protein Hsp-12.2	7.68652e+07
P34329	PDIA4_CAEEL	C14B9.2	Probable protein disulfide-isomerase A4	3.32185e+07
P34331	PLK1_CAEEL	plk-1	Serine/threonine-protein kinase plk-1	704660
P34334	RL21_CAEEL	rpl-21	60S ribosomal protein L21	1.49996e+08
P34339	EIF3A_CAEEL	egl-45	Eukaryotic translation initiation factor 3 subunit A	1.30879e+07
P34340	COL90_CAEEL	col-90	Putative cuticle collagen 90	4.64204e+06
P34342	RGP2_CAEEL	ran-2	Ran GTPase-activating protein 2	2.55566e+06
P34345	GSTO1_CAEEL	gsto-1	Glutathione transferase omega-1	2.33847e+06
P34346	KAD2_CAEEL	let-754	Adenylate kinase	2.9e+07
P34355	ACX15_CAEEL	acox-1.5	Probable peroxisomal acyl-coenzyme A oxidase 1.5	5.52163e+06
P34369	PRP8_CAEEL	prp-8	Pre-mRNA-splicing factor 8 homolog	4.69554e+06
P34378	RM18_CAEEL	mrpl-18	39S ribosomal protein L18, mitochondrial	6.0691e+06
P34382	FAR1_CAEEL	far-1	Fatty-acid and retinol-binding protein 1	2.87155e+07
P34383	FAR2_CAEEL	far-2	Fatty-acid and retinol-binding protein 2	2.87927e+06
P34384	RM44_CAEEL	mrpl-44	Ribosomal protein L44, mitochondrial	3.91083e+06
P34385	MCCB_CAEEL	F02A9.10	Probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	4.46555e+06
P34388	RT09_CAEEL	mrps-9	Probable 40S ribosomal protein S9, mitochondrial	2.66992e+06
P34392	YLS7_CAEEL	F09G8.7	Uncharacterized protein F09G8.7	1.10747e+06
P34419	YLZ6_CAEEL	F42H10.6	Putative esterase F42H10.6	634143
P34428	MDT30_CAEEL	mdt-30	Glutamine/asparagine-rich protein mdt-30	1.35507e+07
P34431	RETR1_CAEEL	retr-1	Retrotransposon-like protein 1	1.64764e+06
P34438	YL58_CAEEL	F44E2.8	Uncharacterized protein F44E2.8	5.68023e+06
P34446	PAT2_CAEEL	pat-2	Integrin alpha pat-2	6.01178e+06
P34453	PEX19_CAEEL	prx-19	Putative peroxisomal biogenesis factor 19	2.26561e+06
P34455	ACON_CAEEL	aco-2	Probable aconitate hydratase, mitochondrial	5.70661e+07
P34460	EF1B1_CAEEL	eef-1B.1	Probable elongation factor 1-beta/1-delta 1	7.90256e+07
P34462	VATD_CAEEL	vha-14	V-type proton ATPase subunit D	1.41664e+07
P34466	CLU_CAEEL	clu-1	Clustered mitochondria protein homolog	1.07471e+07
P34476	RPAC2_CAEEL	rpac-19	Probable DNA-directed RNA polymerases I and III subunit RPAC2	2.5838e+06
P34477	UBC7_CAEEL	ubc-7	Probable ubiquitin-conjugating enzyme E2 7	1.53312e+06
P34480	NAGA_CAEEL	F59B2.3	N-acetylglucosamine-6-phosphate deacetylase	1.60573e+06
P34492	YMQ1_CAEEL	K02D10.1	Putative NipSnap protein K02D10.1	2.66658e+06
P34496	MTSS1_CAEEL	mtss-1	Single-stranded DNA-binding protein, mitochondrial	1.85273e+07
P34500	TTR2_CAEEL	ttr-2	Transthyretin-like protein 2	1.17087e+07
P34519	TXTP_CAEEL	K11H3.3	Putative tricarboxylate transport protein, mitochondrial	7.14354e+06
P34524	BRX1_CAEEL	K12H4.3	Ribosome biogenesis protein BRX1 homolog	715323
P34525	SPCS3_CAEEL	spcs-3	Probable signal peptidase complex subunit 3	1.40297e+06
P34526	YM65_CAEEL	K12H4.5	Uncharacterized protein K12H4.5	2.33986e+06
P34528	YM67_CAEEL	K12H4.7	Putative serine protease K12H4.7	9.69647e+06
P34537	BRE1_CAEEL	rfp-1	E3 ubiquitin-protein ligase bre-1	782827
P34539	ATP5E_CAEEL	R05D3.6	Putative ATP synthase subunit epsilon, mitochondrial	4.92037e+07
P34540	KINH_CAEEL	unc-116	Kinesin heavy chain	7.58902e+06
P34542	YNC9_CAEEL	R05D3.9/R05D3.10	Uncharacterized protein R05D3.9	1.19003e+06
P34544	MET2_CAEEL	met-2	Histone-lysine N-methyltransferase met-2	362930
P34546				1.90715e+07
P34552	ALXA_CAEEL	alx-1	Apoptosis-linked gene 2-interacting protein X 1	4.76394e+06
P34556	CDK1_CAEEL	cdk-1	Cyclin-dependent kinase 1	761413
P34559	ECHM_CAEEL	ech-6	Probable enoyl-CoA hydratase, mitochondrial	1.02529e+08
P34560	RMD1_CAEEL	rmd-1	Regulator of microtubule dynamics protein 1	701284
P34574	CLH_CAEEL	chc-1	Probable clathrin heavy chain 1	1.01334e+07
P34575	CISY_CAEEL	cts-1	Probable citrate synthase, mitochondrial	1.03109e+08
P34599	MTX2_CAEEL	mtx-2	Metaxin-2 homolog	715509
P34604	EI2BA_CAEEL	ZK1098.4	Probable translation initiation factor eIF-2B subunit alpha	1.27132e+06
P34605	TPPC3_CAEEL	trpp-3	Trafficking protein particle complex subunit 3 homolog	1.50682e+06
P34610	PCP1_CAEEL	pcp-1	Putative serine protease pcp-1	2.73871e+06
P34618	CEC1_CAEEL	cec-1	Chromo domain-containing protein cec-1	2.3895e+07
P34623	DDRGK_CAEEL	ufbp-1	DDRGK domain-containing protein 1	1.52848e+06
P34629	AMPL_CAEEL	lap-1	Leucine aminopeptidase 1	696946
P34631	UBXN4_CAEEL	ubxn-4	UBX domain-containing protein 4	1.58057e+06
P34640	DDX55_CAEEL	ZK512.2	Probable ATP-dependent RNA helicase DDX55 homolog	1.49699e+06
P34645	YOQ7_CAEEL	ZK512.7	Uncharacterized protein ZK512.7	3.65034e+06
P34647	MCM6_CAEEL	mcm-6	DNA replication licensing factor mcm-6	1.73424e+07
P34649	RIOK3_CAEEL	riok-3	Serine/threonine-protein kinase RIO3	133958
P34650	MPI_CAEEL	ZK632.4	Probable mannose-6-phosphate isomerase	7.51942e+06
P34652	CALX_CAEEL	cnx-1	Calnexin	3.13204e+06
P34661	UFM1_CAEEL	ufm-1	Ubiquitin-fold modifier 1	2.39072e+06
P34662	RL35_CAEEL	rpl-35	60S ribosomal protein L35	1.13422e+08
P34669	OST3_CAEEL	ZK686.3	Probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3	8.94215e+06
P34685	CAPZA_CAEEL	cap-1	F-actin-capping protein subunit alpha	2.23444e+07
P34686	CAPZB_CAEEL	cap-2	F-actin-capping protein subunit beta	6.03233e+06
P34689	GLH1_CAEEL	glh-1	ATP-dependent RNA helicase glh-1	1.01414e+07
P34690	TBA2_CAEEL	tba-2	Tubulin alpha-2 chain	7.11522e+07
P34697	SODC_CAEEL	sod-1	Superoxide dismutase [Cu-Zn]	4.11912e+07
P34703	SPT6H_CAEEL	emb-5	Suppressor of Ty 6 homolog	1.11484e+06
P34714	SPRC_CAEEL	ost-1	SPARC	3.70563e+06
P34730	BMH2_YEAST	BMH2	Protein BMH2	3.02172e+07
P34748	RT23_CAEEL	mrps-23	Probable 28S ribosomal protein S23, mitochondrial	3.68434e+06
P34760	TSA1_YEAST	TSA1	Peroxiredoxin TSA1	1.78663e+08
P34815	UNC18_CAEEL	unc-18	Putative acetylcholine regulator unc-18	9.04336e+06
P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic	4.90089e+07
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	9.94719e+07
P34909	NOT4_YEAST	MOT2	General negative regulator of transcription subunit 4	2.47633e+06
P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	2.93056e+07
P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase	6.26289e+06
P35030	TRY3_HUMAN	PRSS3	Trypsin-3	1.56642e+06
P35052	GPC1_HUMAN	GPC1	Glypican-1	1.2489e+06
P35129	UBC2_CAEEL	let-70	Ubiquitin-conjugating enzyme E2 2	7.4936e+06
P35176	CYPD_YEAST	CPR5	Peptidyl-prolyl cis-trans isomerase D	4.60764e+06
P35179	SC61G_YEAST	SSS1	Protein transport protein SSS1	1.46389e+07
P35180	TOM20_YEAST	TOM20	Mitochondrial import receptor subunit TOM20	2.77454e+06
P35189	TAF14_YEAST	TAF14	Transcription initiation factor TFIID subunit 14	501070
P35197	GCS1_YEAST	GCS1	ADP-ribosylation factor GTPase-activating protein GCS1	1.6684e+06
P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1	2.51041e+07
P35222	CTNB1_HUMAN	CTNNB1	Catenin beta-1	1.19962e+06
P35232	PHB_HUMAN	PHB	Prohibitin	6.65646e+07
P35237	SPB6_HUMAN	SERPINB6	Serpin B6	3.41475e+07
P35240	MERL_HUMAN	NF2	Merlin	1.50293e+06
P35241	RADI_HUMAN	RDX	Radixin	2.00099e+08
P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit	9.21241e+06
P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4	2.12022e+07
P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2	1.51149e+07
P35251	RFC1_HUMAN	RFC1	Replication factor C subunit 1	4.34397e+06
P35268	RL22_HUMAN	RPL22	60S ribosomal protein L22	2.08298e+08
P35269	T2FA_HUMAN	GTF2F1	General transcription factor IIF subunit 1	9.25526e+06
P35270	SPRE_HUMAN	SPR	Sepiapterin reductase	8.5009e+06
P35354	PGH2_HUMAN	PTGS2	Prostaglandin G/H synthase 2	4.48529e+06
P35520	CBS_HUMAN	CBS	Cystathionine beta-synthase	9.9225e+06
P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme	2.75087e+07
P35579	MYH9_HUMAN	MYH9	Myosin-9	1.31866e+08
P35580	MYH10_HUMAN	MYH10	Myosin-10	2.49407e+07
P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	4.48083e+07
P35609	ACTN2_HUMAN	ACTN2	Alpha-actinin-2	549942
P35610	SOAT1_HUMAN	SOAT1	Sterol O-acyltransferase 1	1.36448e+07
P35611	ADDA_HUMAN	ADD1	Alpha-adducin	1.68463e+06
P35613	BASI_HUMAN	BSG	Basigin	1.11688e+08
P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	7.99234e+07
P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214	9.59462e+06
P35659	DEK_HUMAN	DEK	Protein DEK	5.13359e+07
P35691	TCTP_YEAST	TMA19	Translationally-controlled tumor protein homolog	6.40032e+07
P35719	MRP8_YEAST	MRP8	Uncharacterized protein MRP8	1.10572e+07
P35723	YET1_YEAST	YET1	Endoplasmic reticulum transmembrane protein 1	8.8979e+06
P35732	DEF1_YEAST	DEF1	RNA polymerase II degradation factor 1	5.1061e+06
P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1	2.20718e+06
P35790	CHKA_HUMAN	CHKA	Choline kinase alpha	455238
P35813	PPM1A_HUMAN	PPM1A	Protein phosphatase 1A	3.83275e+06
P35844	KES1_YEAST	KES1	Oxysterol-binding protein homolog 4	4.61535e+06
P35908	K22E_HUMAN	KRT2	Keratin, type II cytoskeletal 2 epidermal	4.31477e+07
P35914	HMGCL_HUMAN	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial	7.83751e+06
P35997;P38711	RS27A_YEAST;RS27B_YEAST	RPS27A;RPS27B	40S ribosomal protein S27-A	5.88058e+07
P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	4.42418e+07
P36006	MYO3_YEAST	MYO3	Myosin-3	1.13787e+06
P36008	EF1G2_YEAST	TEF4	Elongation factor 1-gamma 2	2.55523e+07
P36010	NDK_YEAST	YNK1	Nucleoside diphosphate kinase	2.15444e+07
P36013	MAOM_YEAST	MAE1	NAD-dependent malic enzyme, mitochondrial	3.58976e+06
P36015	YKT6_YEAST	YKT6	Synaptobrevin homolog YKT6	2.46432e+06
P36016	LHS1_YEAST	LHS1	Heat shock protein 70 homolog LHS1	1.23983e+06
P36017	VPS21_YEAST	VPS21	Vacuolar protein sorting-associated protein 21	2.71034e+06
P36018	YPT52_YEAST	YPT52	GTP-binding protein YPT52	1.38388e+06
P36037	DOA1_YEAST	DOA1	Protein DOA1	1.22171e+06
P36046	MIA40_YEAST	MIA40	Mitochondrial intermembrane space import and assembly protein 40	6.07317e+06
P36047	SDS22_YEAST	SDS22	Protein phosphatase 1 regulatory subunit SDS22	1.04778e+07
P36049	EBP2_YEAST	EBP2	rRNA-processing protein EBP2	1.16824e+06
P36059	NNRD_YEAST	NNR2	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	4.99535e+06
P36060	MCR1_YEAST	MCR1	NADH-cytochrome b5 reductase 2	3.59862e+07
P36069	PMU1_YEAST	PMU1	Probable phosphoglycerate mutase PMU1	311290
P36101	TCD2_YEAST	TCD2	tRNA threonylcarbamoyladenosine dehydratase 2	1.62536e+06
P36105	RL14A_YEAST	RPL14A	60S ribosomal protein L14-A	3.43527e+07
P36112	MIC60_YEAST	MIC60	MICOS complex subunit MIC60	2.04959e+06
P36114	YKR18_YEAST	YKR018C	IML2-like protein YKR018C	3.12849e+06
P36136	SHB17_YEAST	SHB17	Sedoheptulose 1,7-bisphosphatase	2.64325e+06
P36139	PET10_YEAST	PET10	Protein PET10	3.0458e+07
P36141	FMP46_YEAST	FMP46	Putative redox protein FMP46, mitochondrial	3.5641e+06
P36147	PAM17_YEAST	PAM17	Presequence translocated-associated motor subunit PAM17, mitochondrial	4.50482e+06
P36154	AIM29_YEAST	AIM29	Altered inheritance rate of mitochondria protein 29	2.42607e+06
P36156	GTO2_YEAST	ECM4	Glutathione S-transferase omega-like 2	3.12808e+06
P36404	ARL2_HUMAN	ARL2	ADP-ribosylation factor-like protein 2	4.2007e+06
P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3	8.48387e+06
P36406	TRI23_HUMAN	TRIM23	E3 ubiquitin-protein ligase TRIM23	2.14374e+06
P36421	SYYC_YEAST	TYS1	Tyrosine--tRNA ligase, cytoplasmic	7.95975e+06
P36507	MP2K2_HUMAN	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2	7.71093e+06
P36526	RM27_YEAST	MRPL27	54S ribosomal protein L27, mitochondrial	521425
P36528	RM17_YEAST	MRPL17	54S ribosomal protein L17, mitochondrial	702150
P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial	4.78812e+07
P36543	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1	5.20337e+07
P36551	HEM6_HUMAN	CPOX	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	5.6406e+06
P36578	RL4_HUMAN	RPL4	60S ribosomal protein L4	1.78301e+08
P36609	NCS2_CAEEL	ncs-2	Neuronal calcium sensor 2	5.94238e+06
P36639	8ODP_HUMAN	NUDT1	7,8-dihydro-8-oxoguanine triphosphatase	5.67227e+06
P36775	LONM_YEAST	PIM1	Lon protease homolog, mitochondrial	2.01899e+06
P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial	1.3848e+07
P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1	2.81888e+07
P36873	PP1G_HUMAN	PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	7.40923e+06
P36897	TGFR1_HUMAN	TGFBR1	TGF-beta receptor type-1	2.20817e+07
P36915	GNL1_HUMAN	GNL1	Guanine nucleotide-binding protein-like 1	3.79633e+06
P36952	SPB5_HUMAN	SERPINB5	Serpin B5	1.49523e+07
P36954	RPB9_HUMAN	POLR2I	DNA-directed RNA polymerase II subunit RPB9	437734
P36955	PEDF_HUMAN	SERPINF1	Pigment epithelium-derived factor	860771
P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	1.9008e+07
P36969	GPX4_HUMAN	GPX4	Phospholipid hydroperoxide glutathione peroxidase	5.85013e+06
P37012	PGM2_YEAST	PGM2	Phosphoglucomutase 2	3.13657e+07
P37108	SRP14_HUMAN	SRP14	Signal recognition particle 14 kDa protein	5.53864e+07
P37198	NUP62_HUMAN	NUP62	Nuclear pore glycoprotein p62	6.8789e+06
P37235	HPCL1_HUMAN	HPCAL1	Hippocalcin-like protein 1	8.95965e+06
P37262	SOL2_YEAST	SOL2	6-phosphogluconolactonase-like protein 2	1.63718e+06
P37268	FDFT_HUMAN	FDFT1	Squalene synthase	3.13627e+06
P37275	ZEB1_HUMAN	ZEB1	Zinc finger E-box-binding homeobox 1	1.31704e+08
P37291	GLYC_YEAST	SHM2	Serine hydroxymethyltransferase, cytosolic	1.77506e+08
P37292	GLYM_YEAST	SHM1	Serine hydroxymethyltransferase, mitochondrial	7.43766e+06
P37299	QCR10_YEAST	QCR10	Cytochrome b-c1 complex subunit 10, mitochondrial	8.58983e+06
P37302	APE3_YEAST	APE3	Aminopeptidase Y	2.12295e+07
P37370	VRP1_YEAST	VRP1	Verprolin	654480
P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	1.50386e+08
P37806	UNC87_CAEEL	unc-87	Protein unc-87	8.6539e+07
P37837	TALDO_HUMAN	TALDO1	Transaldolase	6.50574e+07
P37840	SYUA_HUMAN	SNCA	Alpha-synuclein	1.95108e+06
P38009	PUR92_YEAST	ADE17	Bifunctional purine biosynthesis protein ADE17	5.45591e+06
P38011	GBLP_YEAST	ASC1	Guanine nucleotide-binding protein subunit beta-like protein	5.85343e+07
P38013	AHP1_YEAST	AHP1	Peroxiredoxin AHP1	3.34618e+08
P38061	RL32_YEAST	RPL32	60S ribosomal protein L32	6.10907e+07
P38067	UGA2_YEAST	UGA2	Succinate-semialdehyde dehydrogenase [NADP(+)]	3.47057e+06
P38069	MNN2_YEAST	MNN2	Alpha-1,2-mannosyltransferase MNN2	2.10801e+06
P38071	ETR1_YEAST	ETR1	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	6.3128e+06
P38075	PDX3_YEAST	PDX3	Pyridoxamine 5'-phosphate oxidase	6.98258e+06
P38077	ATPG_YEAST	ATP3	ATP synthase subunit gamma, mitochondrial	1.56552e+07
P38079	YRO2_YEAST	YRO2	Protein YRO2	1.39846e+07
P38081	YBQ6_YEAST	YBR056W	Uncharacterized glycosyl hydrolase YBR056W	1.97306e+06
P38088	SYG_YEAST	GRS1	Glycine--tRNA ligase 1, mitochondrial	1.83807e+07
P38109	YBY9_YEAST	YBR139W	Putative serine carboxypeptidase YBR139W	4.54964e+06
P38115	ARA1_YEAST	ARA1	D-arabinose dehydrogenase [NAD(P)+] heavy chain	2.17059e+07
P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta	4.26595e+07
P38130	KTR3_YEAST	KTR3	Probable mannosyltransferase KTR3	833271
P38137	FAT2_YEAST	PCS60	Peroxisomal-coenzyme A synthetase	4.24182e+06
P38143	GPX2_YEAST	GPX2	Glutathione peroxidase-like peroxiredoxin 2	6.34965e+06
P38145	RISA_YEAST	RIB5	Riboflavin synthase	1.97619e+06
P38159	RBMX_HUMAN	RBMX	RNA-binding motif protein, X chromosome	1.15623e+08
P38174	MAP2_YEAST	MAP2	Methionine aminopeptidase 2	1.39501e+06
P38197	PLPHP_YEAST	YBL036C	Pyridoxal phosphate homeostasis protein	1.00633e+06
P38199	HEK2_YEAST	HEK2	Heterogeneous nuclear rnp K-like protein 2	1.13279e+06
P38203	LSM2_YEAST	LSM2	U6 snRNA-associated Sm-like protein LSm2	1.28616e+06
P38205	NCL1_YEAST	NCL1	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase	1.42943e+06
P38217	IMB2_YEAST	KAP104	Importin subunit beta-2	635433
P38219	OLA1_YEAST	OLA1	Obg-like ATPase 1	1.22839e+07
P38221	CDS1_YEAST	CDS1	Phosphatidate cytidylyltransferase	2.94842e+06
P38230	QOR_YEAST	ZTA1	Probable quinone oxidoreductase	1.94465e+06
P38234	RFS1_YEAST	RFS1	Protein RFS1	4.08111e+06
P38235	YBQ3_YEAST	YBR053C	Uncharacterized protein YBR053C	2.35489e+06
P38248	ECM33_YEAST	ECM33	Cell wall protein ECM33	1.05473e+07
P38249	EIF3A_YEAST	RPG1	Eukaryotic translation initiation factor 3 subunit A	3.14389e+06
P38250	IST2_YEAST	IST2	Increased sodium tolerance protein 2	2.49712e+06
P38260	FES1_YEAST	FES1	Hsp70 nucleotide exchange factor FES1	1.20107e+06
P38264	PHO88_YEAST	PHO88	SRP-independent targeting protein 3	5.25334e+06
P38272	SHE3_YEAST	SHE3	SWI5-dependent HO expression protein 3	646754
P38276	YBY7_YEAST	YBR137W	UPF0303 protein YBR137W	1.7883e+06
P38281	APD1_YEAST	APD1	Actin patches distal protein 1	1.66387e+06
P38288	TOS1_YEAST	TOS1	Protein TOS1	2.0768e+06
P38295	MCFS2_YEAST	EHT1	Medium-chain fatty acid ethyl ester synthase/esterase 2	5.55511e+06
P38314	SDS24_YEAST	SDS24	Protein SDS24	2.55626e+06
P38325	OM14_YEAST	OM14	Mitochondrial outer membrane protein OM14	4.71819e+06
P38328	ARPC1_YEAST	ARC40	Actin-related protein 2/3 complex subunit 1	4.45282e+06
P38345	SDHF4_YEAST	SDH8	Succinate dehydrogenase assembly factor 4, mitochondrial	3.35332e+06
P38426	TPS3_YEAST	TPS3	Trehalose synthase complex regulatory subunit TPS3	2.32478e+06
P38427	TSL1_YEAST	TSL1	Trehalose synthase complex regulatory subunit TSL1	1.26711e+07
P38431	IF5_YEAST	TIF5	Eukaryotic translation initiation factor 5	7.86029e+06
P38432	COIL_HUMAN	COIL	Coilin	5.04357e+06
P38435	VKGC_HUMAN	GGCX	Vitamin K-dependent gamma-carboxylase	423785
P38439	LEO1_YEAST	LEO1	RNA polymerase-associated protein LEO1	1.36285e+06
P38523	GRPE_YEAST	MGE1	GrpE protein homolog, mitochondrial	5.26131e+06
P38606	VATA_HUMAN	ATP6V1A	V-type proton ATPase catalytic subunit A	9.66372e+06
P38616	YGP1_YEAST	YGP1	Protein YGP1	8.87841e+07
P38623	RCK2_YEAST	RCK2	Serine/threonine-protein kinase RCK2	222806
P38624	PSB1_YEAST	PRE3	Proteasome subunit beta type-1	6.97423e+06
P38625	GUAA_YEAST	GUA1	GMP synthase [glutamine-hydrolyzing]	9.73344e+06
