Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\B20190320yix_KRUK_DIA_b6_15.mzML
P49750	YLPM1_HUMAN	YLPM1	YLP motif-containing protein 1	1.68539e+07
P49753	ACOT2_HUMAN	ACOT2	Acyl-coenzyme A thioesterase 2, mitochondrial	2.81031e+07
P49754	VPS41_HUMAN	VPS41	Vacuolar protein sorting-associated protein 41 homolog	819934
P49755	TMEDA_HUMAN	TMED10	Transmembrane emp24 domain-containing protein 10	1.34177e+08
P49756	RBM25_HUMAN	RBM25	RNA-binding protein 25	4.29728e+07
P49757	NUMB_HUMAN	NUMB	Protein numb homolog	1.49491e+07
P49768	PSN1_HUMAN	PSEN1	Presenilin-1	1.83348e+06
P49770	EI2BB_HUMAN	EIF2B2	Translation initiation factor eIF-2B subunit beta	7.55135e+06
P49773	HINT1_HUMAN	HINT1	Adenosine 5'-monophosphoramidase HINT1	2.89273e+08
P49790	NU153_HUMAN	NUP153	Nuclear pore complex protein Nup153	5.6778e+07
P49792	RBP2_HUMAN	RANBP2	E3 SUMO-protein ligase RanBP2	1.59971e+07
P49795	RGS19_HUMAN	RGS19	Regulator of G-protein signaling 19	4.03218e+06
P49815	TSC2_HUMAN	TSC2	Tuberin	3.71388e+06
P49821	NDUV1_HUMAN	NDUFV1	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	3.28367e+07
P49840	GSK3A_HUMAN	GSK3A	Glycogen synthase kinase-3 alpha	1.16037e+07
P49841	GSK3B_HUMAN	GSK3B	Glycogen synthase kinase-3 beta	5.0606e+06
P49848	TAF6_HUMAN	TAF6	Transcription initiation factor TFIID subunit 6	8.00629e+06
P49888	ST1E1_HUMAN	SULT1E1	Sulfotransferase 1E1	3.48321e+06
P49902	5NTC_HUMAN	NT5C2	Cytosolic purine 5'-nucleotidase	4.03494e+07
P49903	SPS1_HUMAN	SEPHS1	Selenide, water dikinase 1	3.3139e+07
P49913	CAMP_HUMAN	CAMP	Cathelicidin antimicrobial peptide	1.10174e+07
P49914	MTHFS_HUMAN	MTHFS	5-formyltetrahydrofolate cyclo-ligase	4.30654e+06
P49915	GUAA_HUMAN	GMPS	GMP synthase [glutamine-hydrolyzing]	5.08079e+07
P49916	DNLI3_HUMAN	LIG3	DNA ligase 3	1.01808e+07
P49959	MRE11_HUMAN	MRE11	Double-strand break repair protein MRE11	1.93299e+07
P49961	ENTP1_HUMAN	ENTPD1	Ectonucleoside triphosphate diphosphohydrolase 1	4.92393e+07
P50135	HNMT_HUMAN	HNMT	Histamine N-methyltransferase	2.37409e+07
P50148	GNAQ_HUMAN	GNAQ	Guanine nucleotide-binding protein G(q) subunit alpha	6.57936e+06
P50213	IDH3A_HUMAN	IDH3A	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	3.61115e+07
P50225	ST1A1_HUMAN	SULT1A1	Sulfotransferase 1A1	5.86118e+07
P50238	CRIP1_HUMAN	CRIP1	Cysteine-rich protein 1	3.35316e+08
P50281	MMP14_HUMAN	MMP14	Matrix metalloproteinase-14	1.37792e+07
P50336	PPOX_HUMAN	PPOX	Protoporphyrinogen oxidase	3.8783e+06
P50395	GDIB_HUMAN	GDI2	Rab GDP dissociation inhibitor beta	2.12555e+08
P50402	EMD_HUMAN	EMD	Emerin	4.28782e+07
P50416	CPT1A_HUMAN	CPT1A	Carnitine O-palmitoyltransferase 1, liver isoform	1.35024e+08
P50440	GATM_HUMAN	GATM	Glycine amidinotransferase, mitochondrial	2.20945e+07
P50452	SPB8_HUMAN	SERPINB8	Serpin B8	4.85767e+06
P50453	SPB9_HUMAN	SERPINB9	Serpin B9	1.92941e+07
P50454	SERPH_HUMAN	SERPINH1	Serpin H1	1.83904e+08
P50479	PDLI4_HUMAN	PDLIM4	PDZ and LIM domain protein 4	4.50689e+07
P50502	F10A1_HUMAN	ST13	Hsc70-interacting protein	1.23427e+08
P50542	PEX5_HUMAN	PEX5	Peroxisomal targeting signal 1 receptor	1.20657e+07
P50552	VASP_HUMAN	VASP	Vasodilator-stimulated phosphoprotein	6.12472e+07
P50570	DYN2_HUMAN	DNM2	Dynamin-2	3.67389e+08
P50579	MAP2_HUMAN	METAP2	Methionine aminopeptidase 2	9.49437e+06
P50583	AP4A_HUMAN	NUDT2	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	1.61398e+07
P50749	RASF2_HUMAN	RASSF2	Ras association domain-containing protein 2	6.28782e+06
P50750	CDK9_HUMAN	CDK9	Cyclin-dependent kinase 9	2.46182e+06
P50851	LRBA_HUMAN	LRBA	Lipopolysaccharide-responsive and beige-like anchor protein	2.42188e+07
P50895	BCAM_HUMAN	BCAM	Basal cell adhesion molecule	1.41568e+07
P50897	PPT1_HUMAN	PPT1	Palmitoyl-protein thioesterase 1	3.30743e+07
P50914	RL14_HUMAN	RPL14	Large ribosomal subunit protein eL14	2.17095e+08
P50990	TCPQ_HUMAN	CCT8	T-complex protein 1 subunit theta	6.37172e+07
P50991	TCPD_HUMAN	CCT4	T-complex protein 1 subunit delta	7.0974e+07
P50995	ANX11_HUMAN	ANXA11	Annexin A11	9.37496e+07
P51003	PAPOA_HUMAN	PAPOLA	Poly(A) polymerase alpha	6.74376e+06
P51114	FXR1_HUMAN	FXR1	RNA-binding protein FXR1	3.28846e+07
P51116	FXR2_HUMAN	FXR2	RNA-binding protein FXR2	6.02125e+06
P51148	RAB5C_HUMAN	RAB5C	Ras-related protein Rab-5C	1.15411e+08
P51149	RAB7A_HUMAN	RAB7A	Ras-related protein Rab-7a	1.79269e+08
P51151	RAB9A_HUMAN	RAB9A	Ras-related protein Rab-9A	6.63304e+06
P51153	RAB13_HUMAN	RAB13	Ras-related protein Rab-13	2.33228e+07
P51159	RB27A_HUMAN	RAB27A	Ras-related protein Rab-27A	5.04597e+07
P51397	DAP1_HUMAN	DAP	Death-associated protein 1	1.59244e+07
P51398	RT29_HUMAN	DAP3	Small ribosomal subunit protein mS29	7.32466e+06
P51452	DUS3_HUMAN	DUSP3	Dual specificity protein phosphatase 3	3.40387e+07
P51512	MMP16_HUMAN	MMP16	Matrix metalloproteinase-16	1.25753e+07
P51531	SMCA2_HUMAN	SMARCA2	Probable global transcription activator SNF2L2	6.63129e+06
P51532	SMCA4_HUMAN	SMARCA4	Transcription activator BRG1	1.97091e+07
P51553	IDH3G_HUMAN	IDH3G	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial	1.06813e+07
P51570	GALK1_HUMAN	GALK1	Galactokinase	6.14443e+08
P51571	SSRD_HUMAN	SSR4	Translocon-associated protein subunit delta	9.90212e+07
P51572	BAP31_HUMAN	BCAP31	B-cell receptor-associated protein 31	2.2263e+08
P51580	TPMT_HUMAN	TPMT	Thiopurine S-methyltransferase	6.5004e+06
P51606	RENBP_HUMAN	RENBP	N-acylglucosamine 2-epimerase	4.87193e+08
P51608	MECP2_HUMAN	MECP2	Methyl-CpG-binding protein 2	2.02146e+07
P51610	HCFC1_HUMAN	HCFC1	Host cell factor 1	1.62698e+07
P51617	IRAK1_HUMAN	IRAK1	Interleukin-1 receptor-associated kinase 1	4.66397e+06
P51636	CAV2_HUMAN	CAV2	Caveolin-2	974029
P51648	AL3A2_HUMAN	ALDH3A2	Aldehyde dehydrogenase family 3 member A2	1.25962e+07
P51649	SSDH_HUMAN	ALDH5A1	Succinate-semialdehyde dehydrogenase, mitochondrial	2.70774e+07
P51659	DHB4_HUMAN	HSD17B4	Peroxisomal multifunctional enzyme type 2	3.39889e+08
P51665	PSMD7_HUMAN	PSMD7	26S proteasome non-ATPase regulatory subunit 7	6.70973e+07
P51687	SUOX_HUMAN	SUOX	Sulfite oxidase, mitochondrial	4.38606e+06
P51688	SPHM_HUMAN	SGSH	N-sulphoglucosamine sulphohydrolase	1.68321e+07
P51690	ARSL_HUMAN	ARSL	Arylsulfatase L	1.84242e+07
P51692	STA5B_HUMAN	STAT5B	Signal transducer and activator of transcription 5B	1.60466e+07
P51798	CLCN7_HUMAN	CLCN7	H(+)/Cl(-) exchange transporter 7	2.14308e+06
P51809	VAMP7_HUMAN	VAMP7	Vesicle-associated membrane protein 7	2.8319e+07
P51812	KS6A3_HUMAN	RPS6KA3	Ribosomal protein S6 kinase alpha-3	2.4525e+07
P51858	HDGF_HUMAN	HDGF	Hepatoma-derived growth factor	1.53845e+08
P51884	LUM_HUMAN	LUM	Lumican	3.74099e+08
P51888	PRELP_HUMAN	PRELP	Prolargin	1.18639e+08
P51911	CNN1_HUMAN	CNN1	Calponin-1	2.81385e+08
P51970	NDUA8_HUMAN	NDUFA8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	9.04114e+06
P51991	ROA3_HUMAN	HNRNPA3	Heterogeneous nuclear ribonucleoprotein A3	3.32321e+08
P52209	6PGD_HUMAN	PGD	6-phosphogluconate dehydrogenase, decarboxylating	1.6546e+08
P52272	HNRPM_HUMAN	HNRNPM	Heterogeneous nuclear ribonucleoprotein M	2.96729e+08
P52292	IMA1_HUMAN	KPNA2	Importin subunit alpha-1	1.06457e+07
P52294	IMA5_HUMAN	KPNA1	Importin subunit alpha-5	1.70343e+07
P52298	NCBP2_HUMAN	NCBP2	Nuclear cap-binding protein subunit 2	7.83006e+06
P52306	GDS1_HUMAN	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	1.28566e+07
P52434	RPAB3_HUMAN	POLR2H	DNA-directed RNA polymerases I, II, and III subunit RPABC3	1.40944e+07
P52565	GDIR1_HUMAN	ARHGDIA	Rho GDP-dissociation inhibitor 1	2.73089e+08
P52566	GDIR2_HUMAN	ARHGDIB	Rho GDP-dissociation inhibitor 2	6.45244e+07
P52594	AGFG1_HUMAN	AGFG1	Arf-GAP domain and FG repeat-containing protein 1	5.83113e+07
P52597	HNRPF_HUMAN	HNRNPF	Heterogeneous nuclear ribonucleoprotein F	1.52551e+08
P52630	STAT2_HUMAN	STAT2	Signal transducer and activator of transcription 2	1.31556e+07
P52655	TF2AA_HUMAN	GTF2A1	Transcription initiation factor IIA subunit 1	1.56406e+06
P52657	T2AG_HUMAN	GTF2A2	Transcription initiation factor IIA subunit 2	8.27599e+06
P52701	MSH6_HUMAN	MSH6	DNA mismatch repair protein Msh6	2.73843e+07
P52732	KIF11_HUMAN	KIF11	Kinesin-like protein KIF11	2.12434e+06
P52735	VAV2_HUMAN	VAV2	Guanine nucleotide exchange factor VAV2	1.74891e+06
P52756	RBM5_HUMAN	RBM5	RNA-binding protein 5	3.23559e+06
P52788	SPSY_HUMAN	SMS	Spermine synthase	2.19244e+07
P52789	HXK2_HUMAN	HK2	Hexokinase-2	9.50501e+06
P52790	HXK3_HUMAN	HK3	Hexokinase-3	1.52774e+07
P52815	RM12_HUMAN	MRPL12	Large ribosomal subunit protein bL12m	2.69142e+07
P52849	NDST2_HUMAN	NDST2	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2	242586
P52888	THOP1_HUMAN	THOP1	Thimet oligopeptidase	1.05688e+07
P52895	AK1C2_HUMAN	AKR1C2	Aldo-keto reductase family 1 member C2	4.17071e+06
P52907	CAZA1_HUMAN	CAPZA1	F-actin-capping protein subunit alpha-1	2.71451e+08
P52926	HMGA2_HUMAN	HMGA2	High mobility group protein HMGI-C	443970
P52943	CRIP2_HUMAN	CRIP2	Cysteine-rich protein 2	7.99536e+07
P52948	NUP98_HUMAN	NUP98	Nuclear pore complex protein Nup98-Nup96	1.45613e+07
P53004	BIEA_HUMAN	BLVRA	Biliverdin reductase A	7.03753e+07
P53007	TXTP_HUMAN	SLC25A1	Tricarboxylate transport protein, mitochondrial	5.47196e+06
P53041	PPP5_HUMAN	PPP5C	Serine/threonine-protein phosphatase 5	3.72882e+07
P53355	DAPK1_HUMAN	DAPK1	Death-associated protein kinase 1	619913
P53367	ARFP1_HUMAN	ARFIP1	Arfaptin-1	5.08272e+07
P53384	NUBP1_HUMAN	NUBP1	Cytosolic Fe-S cluster assembly factor NUBP1	6.69112e+06
P53396	ACLY_HUMAN	ACLY	ATP-citrate synthase	5.25162e+07
P53420	CO4A4_HUMAN	COL4A4	Collagen alpha-4(IV) chain	8.85589e+06
P53582	MAP11_HUMAN	METAP1	Methionine aminopeptidase 1	1.7433e+07
P53597	SUCA_HUMAN	SUCLG1	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	2.66455e+07
P53602	MVD1_HUMAN	MVD	Diphosphomevalonate decarboxylase	1.03108e+08
P53609	PGTB1_HUMAN	PGGT1B	Geranylgeranyl transferase type-1 subunit beta	5.19255e+07
P53611	PGTB2_HUMAN	RABGGTB	Geranylgeranyl transferase type-2 subunit beta	5.96588e+07
P53618	COPB_HUMAN	COPB1	Coatomer subunit beta	4.55682e+07
P53621	COPA_HUMAN	COPA	Coatomer subunit alpha	1.04008e+08
P53634	CATC_HUMAN	CTSC	Dipeptidyl peptidase 1	5.62271e+07
P53675	CLH2_HUMAN	CLTCL1	Clathrin heavy chain 2	1.41826e+07
P53680	AP2S1_HUMAN	AP2S1	AP-2 complex subunit sigma	4.90362e+07
P53779	MK10_HUMAN	MAPK10	Mitogen-activated protein kinase 10	1.81202e+06
P53803	RPAB4_HUMAN	POLR2K	DNA-directed RNA polymerases I, II, and III subunit RPABC4	8.92635e+06
P53814	SMTN_HUMAN	SMTN	Smoothelin	3.76073e+07
P53990	IST1_HUMAN	IST1	IST1 homolog	2.95023e+07
P53992	SC24C_HUMAN	SEC24C	Protein transport protein Sec24C	3.13754e+07
P53999	TCP4_HUMAN	SUB1	Activated RNA polymerase II transcriptional coactivator p15	3.67095e+08
P54105	ICLN_HUMAN	CLNS1A	Methylosome subunit pICln	1.70535e+08
P54136	SYRC_HUMAN	RARS1	Arginine--tRNA ligase, cytoplasmic	4.73881e+07
P54252	ATX3_HUMAN	ATXN3	Ataxin-3	5.30856e+06
P54253	ATX1_HUMAN	ATXN1	Ataxin-1	1.88333e+06
P54289	CA2D1_HUMAN	CACNA2D1	Voltage-dependent calcium channel subunit alpha-2/delta-1	1.07893e+08
P54577	SYYC_HUMAN	YARS1	Tyrosine--tRNA ligase, cytoplasmic	1.92649e+08
P54578	UBP14_HUMAN	USP14	Ubiquitin carboxyl-terminal hydrolase 14	5.41837e+07
P54619	AAKG1_HUMAN	PRKAG1	5'-AMP-activated protein kinase subunit gamma-1	4.44897e+07
P54652	HSP72_HUMAN	HSPA2	Heat shock-related 70 kDa protein 2	2.06238e+07
P54709	AT1B3_HUMAN	ATP1B3	Sodium/potassium-transporting ATPase subunit beta-3	1.46298e+06
P54725	RD23A_HUMAN	RAD23A	UV excision repair protein RAD23 homolog A	2.79918e+07
P54727	RD23B_HUMAN	RAD23B	UV excision repair protein RAD23 homolog B	3.6531e+07
P54760	EPHB4_HUMAN	EPHB4	Ephrin type-B receptor 4	1.79044e+07
P54802	ANAG_HUMAN	NAGLU	Alpha-N-acetylglucosaminidase	6.86251e+06
P54803	GALC_HUMAN	GALC	Galactocerebrosidase	1.38543e+07
P54819	KAD2_HUMAN	AK2	Adenylate kinase 2, mitochondrial	5.5659e+07
P54821	PRRX1_HUMAN	PRRX1	Paired mesoderm homeobox protein 1	1.9104e+06
P54868	HMCS2_HUMAN	HMGCS2	Hydroxymethylglutaryl-CoA synthase, mitochondrial	3.75935e+06
P54886	P5CS_HUMAN	ALDH18A1	Delta-1-pyrroline-5-carboxylate synthase	6.39244e+07
P54920	SNAA_HUMAN	NAPA	Alpha-soluble NSF attachment protein	5.63154e+07
P55008	AIF1_HUMAN	AIF1	Allograft inflammatory factor 1	2.77105e+07
P55010	IF5_HUMAN	EIF5	Eukaryotic translation initiation factor 5	6.03538e+07
P55011	S12A2_HUMAN	SLC12A2	Solute carrier family 12 member 2	5.77313e+07
P55036	PSMD4_HUMAN	PSMD4	26S proteasome non-ATPase regulatory subunit 4	3.67396e+07
P55039	DRG2_HUMAN	DRG2	Developmentally-regulated GTP-binding protein 2	1.06412e+07
P55060	XPO2_HUMAN	CSE1L	Exportin-2	8.83016e+07
P55061	BI1_HUMAN	TMBIM6	Bax inhibitor 1	5.8206e+06
P55072	TERA_HUMAN	VCP	Transitional endoplasmic reticulum ATPase	1.5727e+08
P55081	MFAP1_HUMAN	MFAP1	Microfibrillar-associated protein 1	7.05235e+06
P55083	MFAP4_HUMAN	MFAP4	Microfibril-associated glycoprotein 4	2.72907e+08
P55084	ECHB_HUMAN	HADHB	Trifunctional enzyme subunit beta, mitochondrial	9.935e+07
P55145	MANF_HUMAN	MANF	Mesencephalic astrocyte-derived neurotrophic factor	2.04442e+07
P55160	NCKPL_HUMAN	NCKAP1L	Nck-associated protein 1-like	8.74921e+06
P55196	AFAD_HUMAN	AFDN	Afadin	9.57786e+06
P55209	NP1L1_HUMAN	NAP1L1	Nucleosome assembly protein 1-like 1	4.45495e+07
P55210	CASP7_HUMAN	CASP7	Caspase-7	7.09865e+06
P55212	CASP6_HUMAN	CASP6	Caspase-6	6.35563e+06
P55263	ADK_HUMAN	ADK	Adenosine kinase	1.20289e+07
P55265	DSRAD_HUMAN	ADAR	Double-stranded RNA-specific adenosine deaminase	3.39837e+07
P55268	LAMB2_HUMAN	LAMB2	Laminin subunit beta-2	4.23214e+07
P55287	CAD11_HUMAN	CDH11	Cadherin-11	6.37715e+06
P55290	CAD13_HUMAN	CDH13	Cadherin-13	1.86748e+07
P55327	TPD52_HUMAN	TPD52	Tumor protein D52	2.61595e+07
P55735	SEC13_HUMAN	SEC13	Protein SEC13 homolog	2.83153e+07
P55769	NH2L1_HUMAN	SNU13	NHP2-like protein 1	5.07684e+07
P55786	PSA_HUMAN	NPEPPS	Puromycin-sensitive aminopeptidase	6.0793e+07
P55789	ALR_HUMAN	GFER	FAD-linked sulfhydryl oxidase ALR	1.03798e+06
P55795	HNRH2_HUMAN	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2	4.90586e+07
P55809	SCOT1_HUMAN	OXCT1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	8.90793e+06
P55884	EIF3B_HUMAN	EIF3B	Eukaryotic translation initiation factor 3 subunit B	4.67195e+07
P55899	FCGRN_HUMAN	FCGRT	IgG receptor FcRn large subunit p51	1.90015e+07
P55957	BID_HUMAN	BID	BH3-interacting domain death agonist	2.62179e+07
P56134	ATPK_HUMAN	ATP5MF	ATP synthase subunit f, mitochondrial	9.96018e+06
P56182	RRP1_HUMAN	RRP1	Ribosomal RNA processing protein 1 homolog A	6.09009e+06
P56192	SYMC_HUMAN	MARS1	Methionine--tRNA ligase, cytoplasmic	2.28626e+07
P56199	ITA1_HUMAN	ITGA1	Integrin alpha-1	3.21807e+07
P56211	ARP19_HUMAN	ARPP19	cAMP-regulated phosphoprotein 19	6.8377e+06
P56282	DPOE2_HUMAN	POLE2	DNA polymerase epsilon subunit 2	2.74079e+07
P56377	AP1S2_HUMAN	AP1S2	AP-1 complex subunit sigma-2	2.2152e+07
P56381	ATP5E_HUMAN	ATP5F1E	ATP synthase subunit epsilon, mitochondrial	3.30125e+07
P56385	ATP5I_HUMAN	ATP5ME	ATP synthase subunit e, mitochondrial	4.65026e+07
P56470	LEG4_HUMAN	LGALS4	Galectin-4	8.67031e+08
P56524	HDAC4_HUMAN	HDAC4	Histone deacetylase 4	5.902e+06
P56537	IF6_HUMAN	EIF6	Eukaryotic translation initiation factor 6	4.60752e+07
P56545	CTBP2_HUMAN	CTBP2	C-terminal-binding protein 2	3.33097e+07
P56556	NDUA6_HUMAN	NDUFA6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	2.11313e+07
P56693	SOX10_HUMAN	SOX10	Transcription factor SOX-10	2.50557e+06
P56856	CLD18_HUMAN	CLDN18	Claudin-18	9.10448e+06
P56937	DHB7_HUMAN	HSD17B7	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7	4.13027e+06
P56945	BCAR1_HUMAN	BCAR1	Breast cancer anti-estrogen resistance protein 1	4.90047e+06
P57081	WDR4_HUMAN	WDR4	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4	2.35146e+06
P57088	TMM33_HUMAN	TMEM33	Transmembrane protein 33	9.22704e+06
P57105	SYJ2B_HUMAN	SYNJ2BP	Synaptojanin-2-binding protein	1.36242e+07
P57682	KLF3_HUMAN	KLF3	Krueppel-like factor 3	4.21914e+06
P57721	PCBP3_HUMAN	PCBP3	Poly(rC)-binding protein 3	982456
P57735	RAB25_HUMAN	RAB25	Ras-related protein Rab-25	6.60136e+07
P57737	CORO7_HUMAN	CORO7	Coronin-7	1.10708e+08
P57740	NU107_HUMAN	NUP107	Nuclear pore complex protein Nup107	1.61987e+07
P57764	GSDMD_HUMAN	GSDMD	Gasdermin-D	3.00021e+07
P57772	SELB_HUMAN	EEFSEC	Selenocysteine-specific elongation factor	1.81553e+07
P58107	EPIPL_HUMAN	EPPK1	Epiplakin	8.31012e+06
P58335	ANTR2_HUMAN	ANTXR2	Anthrax toxin receptor 2	80583.5
P58546	MTPN_HUMAN	MTPN	Myotrophin	4.98743e+07
P59768	GBG2_HUMAN	GNG2	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	2.40543e+06
P59998	ARPC4_HUMAN	ARPC4	Actin-related protein 2/3 complex subunit 4	3.69729e+08
P60033	CD81_HUMAN	CD81	CD81 antigen	1.24108e+07
P60174	TPIS_HUMAN	TPI1	Triosephosphate isomerase	6.89551e+08
P60228	EIF3E_HUMAN	EIF3E	Eukaryotic translation initiation factor 3 subunit E	1.08128e+08
P60468	SC61B_HUMAN	SEC61B	Protein transport protein Sec61 subunit beta	3.58016e+07
P60484	PTEN_HUMAN	PTEN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	4.55075e+06
P60510	PP4C_HUMAN	PPP4C	Serine/threonine-protein phosphatase 4 catalytic subunit	2.0036e+07
P60520	GBRL2_HUMAN	GABARAPL2	Gamma-aminobutyric acid receptor-associated protein-like 2	3.29141e+06
P60604	UB2G2_HUMAN	UBE2G2	Ubiquitin-conjugating enzyme E2 G2	1.03077e+07
P60660	MYL6_HUMAN	MYL6	Myosin light polypeptide 6	1.03018e+09
P60709	ACTB_HUMAN	ACTB	Actin, cytoplasmic 1	1.01683e+10
P60842	IF4A1_HUMAN	EIF4A1	Eukaryotic initiation factor 4A-I	5.38273e+08
P60866	RS20_HUMAN	RPS20	Small ribosomal subunit protein uS10	2.04767e+08
P60891	PRPS1_HUMAN	PRPS1	Ribose-phosphate pyrophosphokinase 1	3.70728e+07
P60900	PSA6_HUMAN	PSMA6	Proteasome subunit alpha type-6	9.07411e+07
P60903	S10AA_HUMAN	S100A10	Protein S100-A10	1.50182e+08
P60953	CDC42_HUMAN	CDC42	Cell division control protein 42 homolog	8.34003e+07
P60981	DEST_HUMAN	DSTN	Destrin	1.09455e+08
P60983	GMFB_HUMAN	GMFB	Glia maturation factor beta	1.55488e+07
P61006	RAB8A_HUMAN	RAB8A	Ras-related protein Rab-8A	4.17975e+07
P61009	SPCS3_HUMAN	SPCS3	Signal peptidase complex subunit 3	3.94117e+07
P61011	SRP54_HUMAN	SRP54	Signal recognition particle subunit SRP54	1.79393e+07
P61018	RAB4B_HUMAN	RAB4B	Ras-related protein Rab-4B	6.93393e+06
P61019	RAB2A_HUMAN	RAB2A	Ras-related protein Rab-2A	9.35647e+07
P61020	RAB5B_HUMAN	RAB5B	Ras-related protein Rab-5B	1.70346e+07
P61024	CKS1_HUMAN	CKS1B	Cyclin-dependent kinases regulatory subunit 1	2.67932e+06
P61026	RAB10_HUMAN	RAB10	Ras-related protein Rab-10	6.76087e+07
P61077	UB2D3_HUMAN	UBE2D3	Ubiquitin-conjugating enzyme E2 D3	4.65523e+07
P61081	UBC12_HUMAN	UBE2M	NEDD8-conjugating enzyme Ubc12	6.05232e+07
P61086	UBE2K_HUMAN	UBE2K	Ubiquitin-conjugating enzyme E2 K	1.04225e+07
P61088	UBE2N_HUMAN	UBE2N	Ubiquitin-conjugating enzyme E2 N	1.01089e+08
P61106	RAB14_HUMAN	RAB14	Ras-related protein Rab-14	3.05502e+07
P61158	ARP3_HUMAN	ACTR3	Actin-related protein 3	2.07992e+08
P61160	ARP2_HUMAN	ACTR2	Actin-related protein 2	2.37989e+08
P61163	ACTZ_HUMAN	ACTR1A	Alpha-centractin	3.46104e+07
P61165	TM258_HUMAN	TMEM258	Transmembrane protein 258	1.12603e+07
P61201	CSN2_HUMAN	COPS2	COP9 signalosome complex subunit 2	1.81216e+07
P61221	ABCE1_HUMAN	ABCE1	ATP-binding cassette sub-family E member 1	1.34326e+07
P61224	RAP1B_HUMAN	RAP1B	Ras-related protein Rap-1b	1.28744e+08
P61225	RAP2B_HUMAN	RAP2B	Ras-related protein Rap-2b	1.86336e+07
P61244	MAX_HUMAN	MAX	Protein max	4.97215e+06
P61247	RS3A_HUMAN	RPS3A	Small ribosomal subunit protein eS1	2.28312e+08
P61254	RL26_HUMAN	RPL26	Large ribosomal subunit protein uL24	1.24099e+08
P61289	PSME3_HUMAN	PSME3	Proteasome activator complex subunit 3	3.38149e+07
P61313	RL15_HUMAN	RPL15	Large ribosomal subunit protein eL15	2.6908e+08
P61326	MGN_HUMAN	MAGOH	Protein mago nashi homolog	4.22588e+07
P61353	RL27_HUMAN	RPL27	Large ribosomal subunit protein eL27	1.35718e+08
P61421	VA0D1_HUMAN	ATP6V0D1	V-type proton ATPase subunit d 1	2.17728e+07
P61457	PHS_HUMAN	PCBD1	Pterin-4-alpha-carbinolamine dehydratase	6.94104e+07
P61513	RL37A_HUMAN	RPL37A	Large ribosomal subunit protein eL43	4.36986e+07
P61586	RHOA_HUMAN	RHOA	Transforming protein RhoA	7.22144e+07
P61599	NAA20_HUMAN	NAA20	N-alpha-acetyltransferase 20	5.65843e+06
P61604	CH10_HUMAN	HSPE1	10 kDa heat shock protein, mitochondrial	1.34119e+09
P61619	S61A1_HUMAN	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1	8.21371e+06
P61626	LYSC_HUMAN	LYZ	Lysozyme C	1.17324e+08
P61758	PFD3_HUMAN	VBP1	Prefoldin subunit 3	2.28601e+07
P61764	STXB1_HUMAN	STXBP1	Syntaxin-binding protein 1	3.58685e+06
P61769	B2MG_HUMAN	B2M	Beta-2-microglobulin	4.72264e+07
P61803	DAD1_HUMAN	DAD1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	1.42869e+07
P61812	TGFB2_HUMAN	TGFB2	Transforming growth factor beta-2 proprotein	6.11569e+06
P61916	NPC2_HUMAN	NPC2	NPC intracellular cholesterol transporter 2	1.48e+07
P61923	COPZ1_HUMAN	COPZ1	Coatomer subunit zeta-1	6.67484e+07
P61956	SUMO2_HUMAN	SUMO2	Small ubiquitin-related modifier 2	3.53469e+08
P61960	UFM1_HUMAN	UFM1	Ubiquitin-fold modifier 1	6.52861e+07
P61962	DCAF7_HUMAN	DCAF7	DDB1- and CUL4-associated factor 7	1.06071e+07
P61964	WDR5_HUMAN	WDR5	WD repeat-containing protein 5	6.43246e+06
P61966	AP1S1_HUMAN	AP1S1	AP-1 complex subunit sigma-1A	3.16207e+06
P61970	NTF2_HUMAN	NUTF2	Nuclear transport factor 2	2.00626e+08
P61978	HNRPK_HUMAN	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	4.39863e+08
P61981	1433G_HUMAN	YWHAG	14-3-3 protein gamma	1.10371e+08
P62070	RRAS2_HUMAN	RRAS2	Ras-related protein R-Ras2	6.87437e+06
P62072	TIM10_HUMAN	TIMM10	Mitochondrial import inner membrane translocase subunit Tim10	5.20856e+06
