Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20201002yuanch_Connie_TCPA_60minDIA_b4-4.mzML
P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit	1.13133e+07
P24043	LAMA2_HUMAN	LAMA2	Laminin subunit alpha-2	4.00658e+07
P24347	MMP11_HUMAN	MMP11	Stromelysin-3	9.55957e+06
P24385	CCND1_HUMAN	CCND1	G1/S-specific cyclin-D1	5.26759e+06
P24468	COT2_HUMAN	NR2F2	COUP transcription factor 2	3.29957e+06
P24530	EDNRB_HUMAN	EDNRB	Endothelin receptor type B	2.9259e+06
P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	2.0603e+08
P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial	8.37818e+07
P24592	IBP6_HUMAN	IGFBP6	Insulin-like growth factor-binding protein 6	5.54428e+06
P24593	IBP5_HUMAN	IGFBP5	Insulin-like growth factor-binding protein 5	1.32542e+08
P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	1.22415e+08
P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	6.9724e+07
P24821	TENA_HUMAN	TNC	Tenascin	1.75466e+08
P24844	MYL9_HUMAN	MYL9	Myosin regulatory light polypeptide 9	3.54661e+07
P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1	3.19117e+07
P24941	CDK2_HUMAN	CDK2	Cyclin-dependent kinase 2	3.22605e+06
P25098	ARBK1_HUMAN	GRK2	Beta-adrenergic receptor kinase 1	9.56231e+06
P25189	MYP0_HUMAN	MPZ	Myelin protein P0	3.53351e+08
P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	5.15007e+07
P25208	NFYB_HUMAN	NFYB	Nuclear transcription factor Y subunit beta	1.15809e+07
P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	2.60892e+07
P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase	8.39285e+07
P25398	RS12_HUMAN	RPS12	Small ribosomal subunit protein eS12	1.07162e+08
P25490	TYY1_HUMAN	YY1	Transcriptional repressor protein YY1	2.49244e+07
P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	6.40173e+07
P25686	DNJB2_HUMAN	DNAJB2	DnaJ homolog subfamily B member 2	6.39313e+06
P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	4.15698e+08
P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	1.12049e+08
P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	4.93308e+07
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	6.84756e+07
P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	7.13369e+07
P25940	CO5A3_HUMAN	COL5A3	Collagen alpha-3(V) chain	2.31968e+07
P25963	IKBA_HUMAN	NFKBIA	NF-kappa-B inhibitor alpha	5.48339e+06
P26038	MOES_HUMAN	MSN	Moesin	2.85514e+08
P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	9.61753e+07
P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	1.49009e+07
P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	1.5107e+08
P26373	RL13_HUMAN	RPL13	Large ribosomal subunit protein eL13	3.61881e+08
P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	1.81312e+07
P26447	S10A4_HUMAN	S100A4	Protein S100-A4	9.17736e+08
P26572	MGAT1_HUMAN	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	2.67528e+07
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	1.18358e+08
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	1.91496e+08
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	1.06925e+08
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	3.54476e+07
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	3.08616e+08
P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	8.34436e+07
P27105	STOM_HUMAN	STOM	Stomatin	2.81063e+07
P27144	KAD4_HUMAN	AK4	Adenylate kinase 4, mitochondrial	1.19035e+07
P27338	AOFB_HUMAN	MAOB	Amine oxidase [flavin-containing] B	4.2835e+06
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	5.28026e+08
P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	1.05426e+07
P27448	MARK3_HUMAN	MARK3	MAP/microtubule affinity-regulating kinase 3	1.88327e+06
P27482	CALL3_HUMAN	CALML3	Calmodulin-like protein 3	2.67482e+08
P27540	ARNT_HUMAN	ARNT	Aryl hydrocarbon receptor nuclear translocator	5.15121e+06
P27635	RL10_HUMAN	RPL10	Large ribosomal subunit protein uL16	2.11155e+08
P27658	CO8A1_HUMAN	COL8A1	Collagen alpha-1(VIII) chain	3.69153e+06
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	6.06e+08
P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	1.12426e+08
P27701	CD82_HUMAN	CD82	CD82 antigen	1.20181e+06
P27708	PYR1_HUMAN	CAD	CAD protein	4.11535e+07
P27797	CALR_HUMAN	CALR	Calreticulin	4.37843e+08
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	5.21755e+07
P27824	CALX_HUMAN	CANX	Calnexin	1.98623e+08
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	4.43468e+06
P28065	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	5.08502e+06
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	6.65728e+07
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	5.94854e+07
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	1.16701e+08
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	5.53205e+07
P28161	GSTM2_HUMAN	GSTM2	Glutathione S-transferase Mu 2	2.22523e+07
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	8.2023e+06
P28290	ITPI2_HUMAN	ITPRID2	Protein ITPRID2	7.60213e+06
P28300	LYOX_HUMAN	LOX	Protein-lysine 6-oxidase	2.0756e+08
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	3.82163e+07
P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit	1.67668e+08
P28347	TEAD1_HUMAN	TEAD1	Transcriptional enhancer factor TEF-1	2.35834e+07
P28370	SMCA1_HUMAN	SMARCA1	Probable global transcription activator SNF2L1	1.44346e+07
P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	4.70276e+07
P28702	RXRB_HUMAN	RXRB	Retinoic acid receptor RXR-beta	7.47807e+06
P28715	ERCC5_HUMAN	ERCC5	DNA excision repair protein ERCC-5	3.18016e+06
P28749	RBL1_HUMAN	RBL1	Retinoblastoma-like protein 1	2.7065e+07
P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	6.54457e+07
P29084	T2EB_HUMAN	GTF2E2	Transcription initiation factor IIE subunit beta	6.02434e+06
P29122	PCSK6_HUMAN	PCSK6	Proprotein convertase subtilisin/kexin type 6	3.32819e+06
P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	2.08205e+07
P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	2.14614e+07
P29279	CCN2_HUMAN	CCN2	CCN family member 2	7.04735e+06
P29317	EPHA2_HUMAN	EPHA2	Ephrin type-A receptor 2	1.16956e+07
P29323	EPHB2_HUMAN	EPHB2	Ephrin type-B receptor 2	2.06218e+07
P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	1.17836e+07
P29353	SHC1_HUMAN	SHC1	SHC-transforming protein 1	2.82408e+06
P29372	3MG_HUMAN	MPG	DNA-3-methyladenine glycosylase	1.87218e+07
P29373	RABP2_HUMAN	CRABP2	Cellular retinoic acid-binding protein 2	1.03946e+07
P29375	KDM5A_HUMAN	KDM5A	Lysine-specific demethylase 5A	1.33482e+06
P29401	TKT_HUMAN	TKT	Transketolase	5.60741e+07
P29474	NOS3_HUMAN	NOS3	Nitric oxide synthase 3	612302
P29508	SPB3_HUMAN	SERPINB3	Serpin B3	2.43844e+06
P29536	LMOD1_HUMAN	LMOD1	Leiomodin-1	1.83879e+06
P29558	RBMS1_HUMAN	RBMS1	RNA-binding motif, single-stranded-interacting protein 1	1.95511e+07
P29590	PML_HUMAN	PML	Protein PML	2.07214e+07
P29597	TYK2_HUMAN	TYK2	Non-receptor tyrosine-protein kinase TYK2	7.24399e+06
P29622	KAIN_HUMAN	SERPINA4	Kallistatin	3.08899e+07
P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	1.7234e+08
P29762	RABP1_HUMAN	CRABP1	Cellular retinoic acid-binding protein 1	1.23115e+09
P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate	2.95655e+08
P29972	AQP1_HUMAN	AQP1	Aquaporin-1	5.56955e+06
P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	6.00651e+07
P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	2.25024e+07
P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	4.21803e+07
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	3.39372e+08
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	4.25039e+07
P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	1.83987e+08
P30046	DOPD_HUMAN	DDT	D-dopachrome decarboxylase	2.65812e+07
P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	1.28127e+08
P30049	ATPD_HUMAN	ATP5F1D	ATP synthase subunit delta, mitochondrial	5.04481e+07
P30050	RL12_HUMAN	RPL12	Large ribosomal subunit protein uL11	2.05199e+08
P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	3.02523e+07
P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	2.64433e+07
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	5.96093e+07
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	4.77414e+08
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	8.88835e+07
P30260	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog	2.88807e+06
P30279	CCND2_HUMAN	CCND2	G1/S-specific cyclin-D2	8.31874e+06
P30414	NKTR_HUMAN	NKTR	NK-tumor recognition protein	3.826e+06
P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	2.02549e+07
P30519	HMOX2_HUMAN	HMOX2	Heme oxygenase 2	1.30835e+07
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	2.56885e+07
P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	2.55497e+07
P30536	TSPO_HUMAN	TSPO	Translocator protein	9.02538e+07
P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	3.89521e+08
P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1	5.98964e+06
P30626	SORCN_HUMAN	SRI	Sorcin	5.21931e+07
P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	3.37611e+07
P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	2.13986e+07
P30876	RPB2_HUMAN	POLR2B	DNA-directed RNA polymerase II subunit RPB2	1.71858e+08
P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	1.04268e+08
P31146	COR1A_HUMAN	CORO1A	Coronin-1A	1.54695e+07
P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha	1.18271e+08
P31151	S10A7_HUMAN	S100A7	Protein S100-A7	467158
P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	8.51181e+07
P31327	CPSM_HUMAN	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	5.85995e+07
P31350	RIR2_HUMAN	RRM2	Ribonucleoside-diphosphate reductase subunit M2	7.7384e+06
P31483	TIA1_HUMAN	TIA1	Cytotoxic granule associated RNA binding protein TIA1	2.59806e+07
P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1	2.07275e+07
P31749	AKT1_HUMAN	AKT1	RAC-alpha serine/threonine-protein kinase	2.06465e+07
P31751	AKT2_HUMAN	AKT2	RAC-beta serine/threonine-protein kinase	1.55196e+06
P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	4.46044e+07
P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	3.49147e+07
P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	1.38746e+08
P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	1.27738e+08
P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	8.1268e+08
P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	2.07684e+08
P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	1.7109e+08
P31949	S10AB_HUMAN	S100A11	Protein S100-A11	1.28802e+07
P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	1.87631e+08
P32189	GLPK_HUMAN	GK	Glycerol kinase	2.53488e+06
P32321	DCTD_HUMAN	DCTD	Deoxycytidylate deaminase	1.81496e+07
P32322	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	1.30401e+07
P32455	GBP1_HUMAN	GBP1	Guanylate-binding protein 1	2.81991e+06
P32519	ELF1_HUMAN	ELF1	ETS-related transcription factor Elf-1	4.78119e+06
P32780	TF2H1_HUMAN	GTF2H1	General transcription factor IIH subunit 1	2.13297e+06
P32969	RL9_HUMAN	RPL9	Large ribosomal subunit protein uL6	1.687e+08
P32970	CD70_HUMAN	CD70	CD70 antigen	3.56893e+08
P33121	ACSL1_HUMAN	ACSL1	Long-chain-fatty-acid--CoA ligase 1	7.24327e+06
P33151	CADH5_HUMAN	CDH5	Cadherin-5	2.17126e+06
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	4.86357e+07
P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	5.75736e+07
P33241	LSP1_HUMAN	LSP1	Lymphocyte-specific protein 1	1.35051e+07
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	1.80094e+07
P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	1.24619e+07
P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1	7.61841e+06
P33908	MA1A1_HUMAN	MAN1A1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	1.2426e+07
P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4	3.83034e+07
P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5	5.68072e+07
P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	6.21849e+07
P34059	GALNS_HUMAN	GALNS	N-acetylgalactosamine-6-sulfatase	8.96414e+06
P34096	RNAS4_HUMAN	RNASE4	Ribonuclease 4	5.30411e+06
P34741	SDC2_HUMAN	SDC2	Syndecan-2	2.85294e+06
P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic	1.62195e+07
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	6.17842e+07
P34931	HS71L_HUMAN	HSPA1L	Heat shock 70 kDa protein 1-like	5.64378e+06
P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	8.46173e+07
P34947	GRK5_HUMAN	GRK5	G protein-coupled receptor kinase 5	6.32209e+06
P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase	1.79842e+06
P35052	GPC1_HUMAN	GPC1	Glypican-1	2.83087e+07
P35080	PROF2_HUMAN	PFN2	Profilin-2	1.08531e+08
P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1	4.73576e+07
P35222	CTNB1_HUMAN	CTNNB1	Catenin beta-1	4.7463e+07
P35226	BMI1_HUMAN	BMI1	Polycomb complex protein BMI-1	7.30584e+06
P35232	PHB1_HUMAN	PHB1	Prohibitin 1	1.63741e+08
P35237	SPB6_HUMAN	SERPINB6	Serpin B6	1.63757e+08
P35240	MERL_HUMAN	NF2	Merlin	2.59192e+06
P35241	RADI_HUMAN	RDX	Radixin	3.86011e+07
P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit	4.58117e+07
P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4	2.29634e+07
P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2	1.15777e+07
P35251	RFC1_HUMAN	RFC1	Replication factor C subunit 1	6.94883e+06
P35268	RL22_HUMAN	RPL22	Large ribosomal subunit protein eL22	2.32049e+08
P35269	T2FA_HUMAN	GTF2F1	General transcription factor IIF subunit 1	1.17049e+07
P35442	TSP2_HUMAN	THBS2	Thrombospondin-2	1.98291e+08
P35443	TSP4_HUMAN	THBS4	Thrombospondin-4	1.6761e+08
P35475	IDUA_HUMAN	IDUA	Alpha-L-iduronidase	9.35695e+06
P35527	K1C9_HUMAN	KRT9	Keratin, type I cytoskeletal 9	2.04276e+08
P35542	SAA4_HUMAN	SAA4	Serum amyloid A-4 protein	8.27322e+06
P35555	FBN1_HUMAN	FBN1	Fibrillin-1	1.32268e+08
P35568	IRS1_HUMAN	IRS1	Insulin receptor substrate 1	1.01498e+07
P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme	2.63337e+07
P35579	MYH9_HUMAN	MYH9	Myosin-9	4.07585e+08
P35580	MYH10_HUMAN	MYH10	Myosin-10	5.99413e+07
P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	6.68771e+07
P35609	ACTN2_HUMAN	ACTN2	Alpha-actinin-2	3.41015e+07
P35610	SOAT1_HUMAN	SOAT1	Sterol O-acyltransferase 1	1.67997e+06
P35611	ADDA_HUMAN	ADD1	Alpha-adducin	4.64921e+07
P35613	BASI_HUMAN	BSG	Basigin	5.17887e+07
P35625	TIMP3_HUMAN	TIMP3	Metalloproteinase inhibitor 3	4.73202e+07
P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	2.49465e+08
P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214	1.43005e+07
P35659	DEK_HUMAN	DEK	Protein DEK	9.40857e+07
P35749	MYH11_HUMAN	MYH11	Myosin-11	7.99742e+07
P35813	PPM1A_HUMAN	PPM1A	Protein phosphatase 1A	1.97162e+07
P35858	ALS_HUMAN	IGFALS	Insulin-like growth factor-binding protein complex acid labile subunit	5.0304e+06
P35908	K22E_HUMAN	KRT2	Keratin, type II cytoskeletal 2 epidermal	1.24837e+08
P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	3.39988e+07
P36404	ARL2_HUMAN	ARL2	ADP-ribosylation factor-like protein 2	9.18357e+06
P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3	2.90876e+07
P36507	MP2K2_HUMAN	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2	2.92916e+08
P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial	7.63653e+07
P36543	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1	1.69239e+07
P36551	HEM6_HUMAN	CPOX	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	4.26095e+06
P36578	RL4_HUMAN	RPL4	Large ribosomal subunit protein uL4	1.78014e+08
P36639	8ODP_HUMAN	NUDT1	Oxidized purine nucleoside triphosphate hydrolase	9.26316e+06
P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial	4.42048e+07
P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1	4.88191e+07
P36873	PP1G_HUMAN	PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	4.0495e+07
P36915	GNL1_HUMAN	GNL1	Guanine nucleotide-binding protein-like 1	1.40829e+07
P36954	RPB9_HUMAN	POLR2I	DNA-directed RNA polymerase II subunit RPB9	9.11334e+06
P36955	PEDF_HUMAN	SERPINF1	Pigment epithelium-derived factor	2.41157e+08
P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	8.28569e+07
P36969	GPX4_HUMAN	GPX4	Phospholipid hydroperoxide glutathione peroxidase	1.96109e+08
P37108	SRP14_HUMAN	SRP14	Signal recognition particle 14 kDa protein	3.31203e+08
P37198	NUP62_HUMAN	NUP62	Nuclear pore glycoprotein p62	1.89432e+07
P37235	HPCL1_HUMAN	HPCAL1	Hippocalcin-like protein 1	9.10361e+06
P37275	ZEB1_HUMAN	ZEB1	Zinc finger E-box-binding homeobox 1	628344
P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	2.42709e+08
P37837	TALDO_HUMAN	TALDO1	Transaldolase	1.50807e+08
P37840	SYUA_HUMAN	SNCA	Alpha-synuclein	3.00777e+06
P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta	3.13891e+07
P38159	RBMX_HUMAN	RBMX	RNA-binding motif protein, X chromosome	3.77707e+08
P38432	COIL_HUMAN	COIL	Coilin	1.29064e+06
P38571	LICH_HUMAN	LIPA	Lysosomal acid lipase/cholesteryl ester hydrolase	1.52778e+08
P38606	VATA_HUMAN	ATP6V1A	V-type proton ATPase catalytic subunit A	4.50223e+07
P38646	GRP75_HUMAN	HSPA9	Stress-70 protein, mitochondrial	1.69248e+08
P38919	IF4A3_HUMAN	EIF4A3	Eukaryotic initiation factor 4A-III	1.56628e+08
P39019	RS19_HUMAN	RPS19	Small ribosomal subunit protein eS19	2.25504e+08
P39023	RL3_HUMAN	RPL3	Large ribosomal subunit protein uL3	2.84773e+08
P39059	COFA1_HUMAN	COL15A1	Collagen alpha-1(XV) chain	1.32586e+07
P39060	COIA1_HUMAN	COL18A1	Collagen alpha-1(XVIII) chain	3.33575e+08
P39656	OST48_HUMAN	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	2.7669e+08
P39687	AN32A_HUMAN	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A	1.16528e+08
P39748	FEN1_HUMAN	FEN1	Flap endonuclease 1	2.1448e+07
P39880	CUX1_HUMAN	CUX1	Homeobox protein cut-like 1	1.35415e+07
P40121	CAPG_HUMAN	CAPG	Macrophage-capping protein	1.48521e+08
P40123	CAP2_HUMAN	CAP2	Adenylyl cyclase-associated protein 2	8.81106e+07
P40189	IL6RB_HUMAN	IL6ST	Interleukin-6 receptor subunit beta	7.24522e+06
P40222	TXLNA_HUMAN	TXLNA	Alpha-taxilin	1.48259e+07
P40227	TCPZ_HUMAN	CCT6A	T-complex protein 1 subunit zeta	1.13111e+08
P40261	NNMT_HUMAN	NNMT	Nicotinamide N-methyltransferase	1.37082e+08
P40424	PBX1_HUMAN	PBX1	Pre-B-cell leukemia transcription factor 1	2.92228e+07
P40429	RL13A_HUMAN	RPL13A	Large ribosomal subunit protein uL13	1.80535e+08
P40616	ARL1_HUMAN	ARL1	ADP-ribosylation factor-like protein 1	1.39695e+07
P40763	STAT3_HUMAN	STAT3	Signal transducer and activator of transcription 3	1.11692e+07
P40818	UBP8_HUMAN	USP8	Ubiquitin carboxyl-terminal hydrolase 8	1.1366e+07
P40855	PEX19_HUMAN	PEX19	Peroxisomal biogenesis factor 19	1.24428e+07
P40925	MDHC_HUMAN	MDH1	Malate dehydrogenase, cytoplasmic	2.80169e+08
P40926	MDHM_HUMAN	MDH2	Malate dehydrogenase, mitochondrial	3.82975e+08
P40937	RFC5_HUMAN	RFC5	Replication factor C subunit 5	1.36468e+07
P40938	RFC3_HUMAN	RFC3	Replication factor C subunit 3	5.16714e+06
P40939	ECHA_HUMAN	HADHA	Trifunctional enzyme subunit alpha, mitochondrial	1.31502e+08
P41091	IF2G_HUMAN	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3	5.63592e+07
P41212	ETV6_HUMAN	ETV6	Transcription factor ETV6	957287
P41219	PERI_HUMAN	PRPH	Peripherin	1.16238e+07
P41221	WNT5A_HUMAN	WNT5A	Protein Wnt-5a	6.4553e+06
P41223	BUD31_HUMAN	BUD31	Protein BUD31 homolog	9.99321e+06
P41227	NAA10_HUMAN	NAA10	N-alpha-acetyltransferase 10	1.51352e+07
P41236	IPP2_HUMAN	PPP1R2	Protein phosphatase inhibitor 2	2.67805e+07
P41240	CSK_HUMAN	CSK	Tyrosine-protein kinase CSK	1.20611e+07
P41250	GARS_HUMAN	GARS1	Glycine--tRNA ligase	3.93273e+07
P41252	SYIC_HUMAN	IARS1	Isoleucine--tRNA ligase, cytoplasmic	3.40182e+07
P41567	EIF1_HUMAN	EIF1	Eukaryotic translation initiation factor 1	2.9993e+07
P41743	KPCI_HUMAN	PRKCI	Protein kinase C iota type	5.78392e+06
P42025	ACTY_HUMAN	ACTR1B	Beta-centractin	1.6829e+07
P42081	CD86_HUMAN	CD86	T-lymphocyte activation antigen CD86	5.34594e+07
P42126	ECI1_HUMAN	ECI1	Enoyl-CoA delta isomerase 1, mitochondrial	5.25049e+07
P42166	LAP2A_HUMAN	TMPO	Lamina-associated polypeptide 2, isoform alpha	3.06602e+07
P42167	LAP2B_HUMAN	TMPO	Lamina-associated polypeptide 2, isoforms beta/gamma	4.30088e+08
P42224	STAT1_HUMAN	STAT1	Signal transducer and activator of transcription 1-alpha/beta	2.87879e+07
P42226	STAT6_HUMAN	STAT6	Signal transducer and activator of transcription 6	2.06866e+07
P42229	STA5A_HUMAN	STAT5A	Signal transducer and activator of transcription 5A	5.37686e+06
P42285	MTREX_HUMAN	MTREX	Exosome RNA helicase MTR4	4.05415e+07
P42330	AK1C3_HUMAN	AKR1C3	Aldo-keto reductase family 1 member C3	1.23609e+07
P42345	MTOR_HUMAN	MTOR	Serine/threonine-protein kinase mTOR	1.04107e+07
P42356	PI4KA_HUMAN	PI4KA	Phosphatidylinositol 4-kinase alpha	7.52789e+06
P42566	EPS15_HUMAN	EPS15	Epidermal growth factor receptor substrate 15	6.86432e+06
P42574	CASP3_HUMAN	CASP3	Caspase-3	1.26337e+07
P42575	CASP2_HUMAN	CASP2	Caspase-2	4.21144e+06
P42677	RS27_HUMAN	RPS27	Small ribosomal subunit protein eS27	8.61737e+07
P42696	RBM34_HUMAN	RBM34	RNA-binding protein 34	7.29272e+06
P42704	LPPRC_HUMAN	LRPPRC	Leucine-rich PPR motif-containing protein, mitochondrial	4.17324e+07
