Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\DIArt_model\human\A20200127caix_yuanch_TCPA_CA_120min_DIA_10.mzML
P17612	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	4.41643e+07
P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit	5.30942e+07
P17661	DESM_HUMAN	DES	Desmin	9.29218e+07
P17693	HLAG_HUMAN	HLA-G	HLA class I histocompatibility antigen, alpha chain G	3.12355e+06
P17706	PTN2_HUMAN	PTPN2	Tyrosine-protein phosphatase non-receptor type 2	2.80472e+06
P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1	5.41695e+06
P17813	EGLN_HUMAN	ENG	Endoglin	1.96319e+06
P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5	1.87916e+08
P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type	3.57082e+07
P17900	SAP3_HUMAN	GM2A	Ganglioside GM2 activator	5.42184e+06
P17931	LEG3_HUMAN	LGALS3	Galectin-3	1.44076e+08
P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	2.12044e+07
P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	5.73872e+07
P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	1.25017e+07
P18074	ERCC2_HUMAN	ERCC2	General transcription and DNA repair factor IIH helicase subunit XPD	2.99004e+06
P18077	RL35A_HUMAN	RPL35A	Large ribosomal subunit protein eL33	1.98957e+08
P18084	ITB5_HUMAN	ITGB5	Integrin beta-5	1.80394e+07
P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	6.44293e+07
P18124	RL7_HUMAN	RPL7	Large ribosomal subunit protein uL30	2.01707e+08
P18206	VINC_HUMAN	VCL	Vinculin	1.94258e+08
P18283	GPX2_HUMAN	GPX2	Glutathione peroxidase 2	4.17951e+06
P18428	LBP_HUMAN	LBP	Lipopolysaccharide-binding protein	3.23871e+06
P18433	PTPRA_HUMAN	PTPRA	Receptor-type tyrosine-protein phosphatase alpha	3.4875e+06
P18440	ARY1_HUMAN	NAT1	Arylamine N-acetyltransferase 1	2.13771e+06
P18510	IL1RA_HUMAN	IL1RN	Interleukin-1 receptor antagonist protein	2.68645e+07
P18564	ITB6_HUMAN	ITGB6	Integrin beta-6	7.87254e+07
P18583	SON_HUMAN	SON	Protein SON	3.11942e+07
P18615	NELFE_HUMAN	NELFE	Negative elongation factor E	6.15558e+06
P18621	RL17_HUMAN	RPL17	Large ribosomal subunit protein uL22	7.45909e+07
P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	2.06163e+08
P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	2.13237e+07
P18827	SDC1_HUMAN	SDC1	Syndecan-1	1.82994e+07
P18858	DNLI1_HUMAN	LIG1	DNA ligase 1	3.05359e+06
P18859	ATP5J_HUMAN	ATP5PF	ATP synthase-coupling factor 6, mitochondrial	6.35732e+06
P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1	1.39196e+07
P19012	K1C15_HUMAN	KRT15	Keratin, type I cytoskeletal 15	2.01865e+09
P19013	K2C4_HUMAN	KRT4	Keratin, type II cytoskeletal 4	1.57345e+09
P19021	AMD_HUMAN	PAM	Peptidyl-glycine alpha-amidating monooxygenase	1.58885e+06
P19174	PLCG1_HUMAN	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	8.51285e+06
P19256	LFA3_HUMAN	CD58	Lymphocyte function-associated antigen 3	1.51974e+06
P19320	VCAM1_HUMAN	VCAM1	Vascular cell adhesion protein 1	4.87935e+06
P19338	NUCL_HUMAN	NCL	Nucleolin	1.8965e+08
P19367	HXK1_HUMAN	HK1	Hexokinase-1	7.7401e+07
P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3	1.12017e+07
P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	1.84536e+07
P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	1.49561e+07
P19474	RO52_HUMAN	TRIM21	E3 ubiquitin-protein ligase TRIM21	6.56805e+06
P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase	1.24067e+07
P19623	SPEE_HUMAN	SRM	Spermidine synthase	2.81209e+07
P19634	SL9A1_HUMAN	SLC9A1	Sodium/hydrogen exchanger 1	1.97816e+06
P19652	A1AG2_HUMAN	ORM2	Alpha-1-acid glycoprotein 2	3.60695e+07
P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'	1.80121e+07
P19793	RXRA_HUMAN	RXRA	Retinoic acid receptor RXR-alpha	8.55665e+06
P19823	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2	4.45724e+07
P19827	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1	8.9042e+07
P19838	NFKB1_HUMAN	NFKB1	Nuclear factor NF-kappa-B p105 subunit	2.18293e+07
P19878	NCF2_HUMAN	NCF2	Neutrophil cytosol factor 2	3.62951e+06
P19957	ELAF_HUMAN	PI3	Elafin	6.50807e+06
P19971	TYPH_HUMAN	TYMP	Thymidine phosphorylase	1.91913e+08
P20020	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1	6.53603e+06
P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	2.21934e+07
P20073	ANXA7_HUMAN	ANXA7	Annexin A7	4.35808e+07
P20160	CAP7_HUMAN	AZU1	Azurocidin	6.33734e+06
P20226;Q6SJ96	TBPL2_HUMAN;TBP_HUMAN	TBP;TBPL2	TATA-box-binding protein	5.24456e+06
P20231;Q15661	TRYB1_HUMAN;TRYB2_HUMAN	TPSAB1;TPSB2	Tryptase beta-2	4.56455e+08
P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	2.61753e+07
P20292	AL5AP_HUMAN	ALOX5AP	Arachidonate 5-lipoxygenase-activating protein	4.88924e+07
P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A	1.56657e+06
P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A	2.74184e+07
P20340	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	3.96994e+07
P20585	MSH3_HUMAN	MSH3	DNA mismatch repair protein Msh3	1.17873e+06
P20591	MX1_HUMAN	MX1	Interferon-induced GTP-binding protein Mx1	7.55257e+06
P20592	MX2_HUMAN	MX2	Interferon-induced GTP-binding protein Mx2	8.84581e+06
P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	5.71233e+07
P20645	MPRD_HUMAN	M6PR	Cation-dependent mannose-6-phosphate receptor	1.55564e+06
P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	8.66429e+07
P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	1.2337e+08
P20701	ITAL_HUMAN	ITGAL	Integrin alpha-L	4.74487e+06
P20702	ITAX_HUMAN	ITGAX	Integrin alpha-X	4.66555e+06
P20774	MIME_HUMAN	OGN	Mimecan	8.00016e+07
P20810	ICAL_HUMAN	CAST	Calpastatin	2.55129e+07
P20839	IMDH1_HUMAN	IMPDH1	Inosine-5'-monophosphate dehydrogenase 1	3.7719e+07
P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain	1.29922e+07
P20933	ASPG_HUMAN	AGA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	7.2116e+06
P20936	RASA1_HUMAN	RASA1	Ras GTPase-activating protein 1	2.1648e+06
P20962	PTMS_HUMAN	PTMS	Parathymosin	9.76971e+07
P20963	CD3Z_HUMAN	CD247	T-cell surface glycoprotein CD3 zeta chain	2.15408e+06
P21127	CD11B_HUMAN	CDK11B	Cyclin-dependent kinase 11B	5.64157e+06
P21217;P51993;Q11128	FUT3_HUMAN;FUT5_HUMAN;FUT6_HUMAN	FUT3;FUT5;FUT6	3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3	3.13446e+06
P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3	3.42771e+07
P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	4.02311e+07
P21283	VATC1_HUMAN	ATP6V1C1	V-type proton ATPase subunit C 1	4.1054e+07
P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	1.3722e+08
P21333	FLNA_HUMAN	FLNA	Filamin-A	4.28322e+08
P21359	NF1_HUMAN	NF1	Neurofibromin	1.21428e+06
P21397	AOFA_HUMAN	MAOA	Amine oxidase [flavin-containing] A	1.74974e+07
P21399	ACOHC_HUMAN	ACO1	Cytoplasmic aconitate hydratase	2.37431e+07
P21583	SCF_HUMAN	KITLG	Kit ligand	1.68727e+06
P21589	5NTD_HUMAN	NT5E	5'-nucleotidase	6.97493e+06
P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1	3.56562e+07
P21810	PGS1_HUMAN	BGN	Biglycan	1.12132e+08
P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	6.82019e+06
P21926	CD9_HUMAN	CD9	CD9 antigen	6.92232e+06
P21964	COMT_HUMAN	COMT	Catechol O-methyltransferase	5.0601e+07
P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2	1.46716e+08
P22033	MUTA_HUMAN	MMUT	Methylmalonyl-CoA mutase, mitochondrial	8.47466e+06
P22059	OSBP1_HUMAN	OSBP	Oxysterol-binding protein 1	9.57481e+06
P22061	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	5.65526e+07
P22087	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin	8.36791e+07
P22102	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3	2.09345e+07
P22105	TENX_HUMAN	TNXB	Tenascin-X	7.09739e+06
P22223	CADH3_HUMAN	CDH3	Cadherin-3	8.10562e+06
P22234	PUR6_HUMAN	PAICS	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase	2.35454e+07
P22304	IDS_HUMAN	IDS	Iduronate 2-sulfatase	1.03639e+06
P22307	SCP2_HUMAN	SCP2	Sterol carrier protein 2	1.35252e+07
P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1	1.257e+08
P22352	GPX3_HUMAN	GPX3	Glutathione peroxidase 3	2.70572e+07
P22392	NDKB_HUMAN	NME2	Nucleoside diphosphate kinase B	7.58524e+07
P22570	ADRO_HUMAN	FDXR	NADPH:adrenodoxin oxidoreductase, mitochondrial	1.3137e+08
P22626	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	5.46354e+08
P22670	RFX1_HUMAN	RFX1	MHC class II regulatory factor RFX1	3.8315e+06
P22676	CALB2_HUMAN	CALB2	Calretinin	4.28133e+06
P22681	CBL_HUMAN	CBL	E3 ubiquitin-protein ligase CBL	2.5193e+06
P22694	KAPCB_HUMAN	PRKACB	cAMP-dependent protein kinase catalytic subunit beta	5.9501e+06
P22695	QCR2_HUMAN	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	4.10442e+07
P22735	TGM1_HUMAN	TGM1	Protein-glutamine gamma-glutamyltransferase K	7.89992e+06
P22792	CPN2_HUMAN	CPN2	Carboxypeptidase N subunit 2	2.06548e+06
P22830	HEMH_HUMAN	FECH	Ferrochelatase, mitochondrial	2.81488e+06
P22894	MMP8_HUMAN	MMP8	Neutrophil collagenase	1.01559e+06
P22897	MRC1_HUMAN	MRC1	Macrophage mannose receptor 1	3.44349e+06
P23083	HV102_HUMAN	IGHV1-2	Immunoglobulin heavy variable 1-2	2.112e+06
P23141	EST1_HUMAN	CES1	Liver carboxylesterase 1	1.04941e+07
P23142	FBLN1_HUMAN	FBLN1	Fibulin-1	9.19039e+07
P23193	TCEA1_HUMAN	TCEA1	Transcription elongation factor A protein 1	2.32224e+07
P23219	PGH1_HUMAN	PTGS1	Prostaglandin G/H synthase 1	4.44812e+06
P23229	ITA6_HUMAN	ITGA6	Integrin alpha-6	3.77015e+07
P23246	SFPQ_HUMAN	SFPQ	Splicing factor, proline- and glutamine-rich	4.4747e+08
P23258	TBG1_HUMAN	TUBG1	Tubulin gamma-1 chain	1.90164e+07
P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	3.13081e+08
P23368	MAOM_HUMAN	ME2	NAD-dependent malic enzyme, mitochondrial	2.18674e+07
P23381	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic	6.45208e+07
P23396	RS3_HUMAN	RPS3	Small ribosomal subunit protein uS3	1.78931e+08
P23443	KS6B1_HUMAN	RPS6KB1	Ribosomal protein S6 kinase beta-1	4.11038e+06
P23458	JAK1_HUMAN	JAK1	Tyrosine-protein kinase JAK1	1.18438e+06
P23469	PTPRE_HUMAN	PTPRE	Receptor-type tyrosine-protein phosphatase epsilon	2.92961e+06
P23471	PTPRZ_HUMAN	PTPRZ1	Receptor-type tyrosine-protein phosphatase zeta	3.03083e+06
P23497	SP100_HUMAN	SP100	Nuclear autoantigen Sp-100	4.34965e+07
P23508	CRCM_HUMAN	MCC	Colorectal mutant cancer protein	325552
P23511	NFYA_HUMAN	NFYA	Nuclear transcription factor Y subunit alpha	2.12724e+06
P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	1.1233e+08
P23528	COF1_HUMAN	CFL1	Cofilin-1	2.17741e+08
P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B	5.6117e+07
P23610	HAP40_HUMAN	F8A1	40-kDa huntingtin-associated protein	2.96371e+06
P23634	AT2B4_HUMAN	ATP2B4	Plasma membrane calcium-transporting ATPase 4	4.43453e+07
P23743	DGKA_HUMAN	DGKA	Diacylglycerol kinase alpha	2.05122e+07
P23786	CPT2_HUMAN	CPT2	Carnitine O-palmitoyltransferase 2, mitochondrial	4.49192e+06
P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase	1.5916e+07
P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit	6.9631e+06
P23946	CMA1_HUMAN	CMA1	Chymase	4.67388e+07
P24043	LAMA2_HUMAN	LAMA2	Laminin subunit alpha-2	4.0575e+06
P24158	PRTN3_HUMAN	PRTN3	Myeloblastin	1.11797e+07
P24347	MMP11_HUMAN	MMP11	Stromelysin-3	5.95366e+06
P24468	COT2_HUMAN	NR2F2	COUP transcription factor 2	1.67289e+06
P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	9.97609e+07
P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial	5.10842e+07
P24557	THAS_HUMAN	TBXAS1	Thromboxane-A synthase	5.93408e+06
P24593	IBP5_HUMAN	IGFBP5	Insulin-like growth factor-binding protein 5	1.08569e+07
P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	3.04036e+07
P24723	KPCL_HUMAN	PRKCH	Protein kinase C eta type	513039
P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	3.29952e+07
P24821	TENA_HUMAN	TNC	Tenascin	8.6539e+07
P24844	MYL9_HUMAN	MYL9	Myosin regulatory light polypeptide 9	1.52795e+08
P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1	1.04005e+07
P24941	CDK2_HUMAN	CDK2	Cyclin-dependent kinase 2	5.09907e+06
P25098	ARBK1_HUMAN	GRK2	Beta-adrenergic receptor kinase 1	7.64338e+06
P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	3.36577e+07
P25208	NFYB_HUMAN	NFYB	Nuclear transcription factor Y subunit beta	4.95333e+06
P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	8.74266e+06
P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase	1.04981e+07
P25398	RS12_HUMAN	RPS12	Small ribosomal subunit protein eS12	6.49816e+07
P25440	BRD2_HUMAN	BRD2	Bromodomain-containing protein 2	9.54953e+06
P25490	TYY1_HUMAN	YY1	Transcriptional repressor protein YY1	2.49319e+06
P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	8.7783e+07
P25686	DNJB2_HUMAN	DNAJB2	DnaJ homolog subfamily B member 2	3.73766e+06
P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	4.0235e+08
P25774	CATS_HUMAN	CTSS	Cathepsin S	1.66888e+07
P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	8.54537e+07
P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	3.45155e+07
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	5.71149e+07
P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	3.98599e+07
P25815	S100P_HUMAN	S100P	Protein S100-P	5.73355e+06
P25963	IKBA_HUMAN	NFKBIA	NF-kappa-B inhibitor alpha	1.50505e+06
P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3	1.43761e+07
P26010	ITB7_HUMAN	ITGB7	Integrin beta-7	2.20657e+06
P26022	PTX3_HUMAN	PTX3	Pentraxin-related protein PTX3	689829
P26038	MOES_HUMAN	MSN	Moesin	2.85082e+08
P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	2.88723e+07
P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	7.58167e+06
P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	5.73382e+07
P26373	RL13_HUMAN	RPL13	Large ribosomal subunit protein eL13	2.1975e+08
P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	1.68997e+07
P26447	S10A4_HUMAN	S100A4	Protein S100-A4	1.94603e+08
P26572	MGAT1_HUMAN	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	1.94417e+07
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	8.66811e+07
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	9.84292e+07
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	1.82872e+08
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	2.89868e+07
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	1.31132e+08
P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	4.47253e+07
P27105	STOM_HUMAN	STOM	Stomatin	7.1247e+07
P27144	KAD4_HUMAN	AK4	Adenylate kinase 4, mitochondrial	2.03785e+06
P27169	PON1_HUMAN	PON1	Serum paraoxonase/arylesterase 1	1.29704e+06
P27338	AOFB_HUMAN	MAOB	Amine oxidase [flavin-containing] B	1.38393e+07
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	2.33571e+08
P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	1.48809e+07
P27448	MARK3_HUMAN	MARK3	MAP/microtubule affinity-regulating kinase 3	2.57534e+06
P27482	CALL3_HUMAN	CALML3	Calmodulin-like protein 3	1.19085e+09
P27487	DPP4_HUMAN	DPP4	Dipeptidyl peptidase 4	3.98873e+06
P27635	RL10_HUMAN	RPL10	Large ribosomal subunit protein uL16	1.02431e+08
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	3.0244e+07
P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	4.94324e+07
P27707	DCK_HUMAN	DCK	Deoxycytidine kinase	5.56442e+06
P27708	PYR1_HUMAN	CAD	CAD protein	3.78462e+07
P27797	CALR_HUMAN	CALR	Calreticulin	1.62777e+08
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	5.09001e+07
P27824	CALX_HUMAN	CANX	Calnexin	4.98533e+07
P27986	P85A_HUMAN	PIK3R1	Phosphatidylinositol 3-kinase regulatory subunit alpha	3.27191e+06
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	3.25279e+07
P28065	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	6.70892e+07
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	6.89452e+07
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	6.17364e+07
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	7.06212e+07
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	2.36744e+07
P28161	GSTM2_HUMAN	GSTM2	Glutathione S-transferase Mu 2	6.4643e+06
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	5.40217e+06
P28289	TMOD1_HUMAN	TMOD1	Tropomodulin-1	3.3622e+06
P28290	ITPI2_HUMAN	ITPRID2	Protein ITPRID2	3.12276e+06
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	2.75655e+07
P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit	3.75643e+07
P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	4.91662e+07
P28676	GRAN_HUMAN	GCA	Grancalcin	1.82116e+07
P28702	RXRB_HUMAN	RXRB	Retinoic acid receptor RXR-beta	1.28376e+06
P28799	GRN_HUMAN	GRN	Progranulin	2.2223e+06
P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	6.32423e+07
P28907	CD38_HUMAN	CD38	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	5.77069e+06
P29034	S10A2_HUMAN	S100A2	Protein S100-A2	6.83218e+07
P29083	T2EA_HUMAN	GTF2E1	General transcription factor IIE subunit 1	2.64943e+06
P29084	T2EB_HUMAN	GTF2E2	Transcription initiation factor IIE subunit beta	2.32028e+06
P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	1.13524e+07
P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	2.24443e+07
P29317	EPHA2_HUMAN	EPHA2	Ephrin type-A receptor 2	1.54279e+06
P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	5.01914e+07
P29353	SHC1_HUMAN	SHC1	SHC-transforming protein 1	3.69533e+06
P29372	3MG_HUMAN	MPG	DNA-3-methyladenine glycosylase	4.75348e+06
P29373	RABP2_HUMAN	CRABP2	Cellular retinoic acid-binding protein 2	5.73488e+07
P29401	TKT_HUMAN	TKT	Transketolase	1.38623e+08
P29466	CASP1_HUMAN	CASP1	Caspase-1	1.96932e+07
P29474	NOS3_HUMAN	NOS3	Nitric oxide synthase 3	793371
P29508	SPB3_HUMAN	SERPINB3	Serpin B3	1.33659e+08
P29536	LMOD1_HUMAN	LMOD1	Leiomodin-1	1.44281e+07
P29558	RBMS1_HUMAN	RBMS1	RNA-binding motif, single-stranded-interacting protein 1	8.31063e+06
P29590	PML_HUMAN	PML	Protein PML	5.84572e+07
P29597	TYK2_HUMAN	TYK2	Non-receptor tyrosine-protein kinase TYK2	5.55375e+06
P29622	KAIN_HUMAN	SERPINA4	Kallistatin	2.86441e+07
P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	1.54255e+08
P29728	OAS2_HUMAN	OAS2	2'-5'-oligoadenylate synthase 2	7.39187e+06
P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate	5.91688e+07
P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	1.12009e+07
P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	2.48368e+07
P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	5.78953e+07
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	6.52568e+07
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	3.84544e+07
P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	1.19339e+08
P30046	DOPD_HUMAN	DDT	D-dopachrome decarboxylase	3.17178e+07
P30047	GFRP_HUMAN	GCHFR	GTP cyclohydrolase 1 feedback regulatory protein	5.73474e+06
P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	9.36317e+07
P30049	ATPD_HUMAN	ATP5F1D	ATP synthase subunit delta, mitochondrial	6.02704e+07
P30050	RL12_HUMAN	RPL12	Large ribosomal subunit protein uL11	1.9652e+08
P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	3.48143e+07
P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	2.11882e+07
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	2.72779e+08
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	2.6769e+08
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	8.37804e+07
P30260	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog	1.08721e+06
P30273	FCERG_HUMAN	FCER1G	High affinity immunoglobulin epsilon receptor subunit gamma	5.02557e+06
P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	1.79701e+07
P30511	HLAF_HUMAN	HLA-F	HLA class I histocompatibility antigen, alpha chain F	2.40297e+06
P30519	HMOX2_HUMAN	HMOX2	Heme oxygenase 2	1.36245e+07
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	1.57477e+07
P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	9.69257e+06
P30536	TSPO_HUMAN	TSPO	Translocator protein	8.21832e+06
P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	1.30013e+07
P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1	1.25467e+07
P30626	SORCN_HUMAN	SRI	Sorcin	6.60695e+07
P30679	GNA15_HUMAN	GNA15	Guanine nucleotide-binding protein subunit alpha-15	1.00958e+07
P30711	GSTT1_HUMAN	GSTT1	Glutathione S-transferase theta-1	6.65449e+06
P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	1.17224e+08
P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	6.3779e+06
P30838	AL3A1_HUMAN	ALDH3A1	Aldehyde dehydrogenase, dimeric NADP-preferring	4.52202e+07
P30876	RPB2_HUMAN	POLR2B	DNA-directed RNA polymerase II subunit RPB2	1.68428e+07
P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	2.74628e+07
P31146	COR1A_HUMAN	CORO1A	Coronin-1A	3.58947e+08
P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha	3.05846e+07
P31151	S10A7_HUMAN	S100A7	Protein S100-A7	4.37647e+06
P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	3.28866e+07
P31321	KAP1_HUMAN	PRKAR1B	cAMP-dependent protein kinase type I-beta regulatory subunit	978598
