Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01.mzML
P35844	KES1_YEAST	KES1	Oxysterol-binding protein homolog 4	5.32538e+06
P35914	HMGCL_HUMAN	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial	5.14846e+06
P35996	RM38_YEAST	MRPL38	54S ribosomal protein L38, mitochondrial	1.10422e+06
P35997;P38711	RS27A_YEAST;RS27B_YEAST	RPS27A;RPS27B	40S ribosomal protein S27-A	8.50648e+07
P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	2.10744e+07
P36006	MYO3_YEAST	MYO3	Myosin-3	1.29241e+06
P36008	EF1G2_YEAST	TEF4	Elongation factor 1-gamma 2	2.23244e+07
P36010	NDK_YEAST	YNK1	Nucleoside diphosphate kinase	5.5136e+07
P36013	MAOM_YEAST	MAE1	NAD-dependent malic enzyme, mitochondrial	6.0459e+06
P36015	YKT6_YEAST	YKT6	Synaptobrevin homolog YKT6	2.98873e+06
P36016	LHS1_YEAST	LHS1	Heat shock protein 70 homolog LHS1	1.44844e+06
P36017	VPS21_YEAST	VPS21	Vacuolar protein sorting-associated protein 21	2.11181e+06
P36018	YPT52_YEAST	YPT52	GTP-binding protein YPT52	1.6676e+07
P36037	DOA1_YEAST	DOA1	Protein DOA1	478087
P36046	MIA40_YEAST	MIA40	Mitochondrial intermembrane space import and assembly protein 40	8.03221e+06
P36047	SDS22_YEAST	SDS22	Protein phosphatase 1 regulatory subunit SDS22	3.37462e+06
P36049	EBP2_YEAST	EBP2	rRNA-processing protein EBP2	1.02149e+06
P36051	MCD4_YEAST	MCD4	GPI ethanolamine phosphate transferase 1	925854
P36059	NNRD_YEAST	NNR2	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	5.1946e+06
P36060	MCR1_YEAST	MCR1	NADH-cytochrome b5 reductase 2	5.561e+07
P36069	PMU1_YEAST	PMU1	Probable phosphoglycerate mutase PMU1	659045
P36076	CAB3_YEAST	CAB3	Coenzyme A biosynthesis protein 3	4.08376e+06
P36101	TCD2_YEAST	TCD2	tRNA threonylcarbamoyladenosine dehydratase 2	3.42664e+06
P36112	MIC60_YEAST	MIC60	MICOS complex subunit MIC60	2.88679e+06
P36114	YKR18_YEAST	YKR018C	IML2-like protein YKR018C	1.92402e+06
P36135	UTH1_YEAST	UTH1	Probable secreted beta-glucosidase UTH1	3.90298e+06
P36136	SHB17_YEAST	SHB17	Sedoheptulose 1,7-bisphosphatase	2.44798e+06
P36139	PET10_YEAST	PET10	Protein PET10	2.9329e+07
P36141	FMP46_YEAST	FMP46	Putative redox protein FMP46, mitochondrial	4.89071e+06
P36147	PAM17_YEAST	PAM17	Presequence translocated-associated motor subunit PAM17, mitochondrial	466474
P36150	SUMT_YEAST	MET1	Uroporphyrinogen-III C-methyltransferase	971410
P36154	AIM29_YEAST	AIM29	Altered inheritance rate of mitochondria protein 29	2.97143e+06
P36156	GTO2_YEAST	ECM4	Glutathione S-transferase omega-like 2	3.83871e+06
P36160	RPF2_YEAST	RPF2	Ribosome biogenesis protein RPF2	300014
P36404	ARL2_HUMAN	ARL2	ADP-ribosylation factor-like protein 2	5.02981e+06
P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3	5.3385e+06
P36421	SYYC_YEAST	TYS1	Tyrosine--tRNA ligase, cytoplasmic	1.22318e+07
P36507	MP2K2_HUMAN	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2	9.13011e+06
P36517	RM04_YEAST	MRPL4	54S ribosomal protein L4, mitochondrial	1.1782e+06
P36519	RM07_YEAST	MRPL7	54S ribosomal protein L7, mitochondrial	559549
P36521	RM11_YEAST	MRPL11	54S ribosomal protein L11, mitochondrial	298821
P36528	RM17_YEAST	MRPL17	54S ribosomal protein L17, mitochondrial	554328
P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial	4.32165e+07
P36543	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1	6.39096e+07
P36551	HEM6_HUMAN	CPOX	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	6.36669e+06
P36573	LEC1_CAEEL	lec-1	32 kDa beta-galactoside-binding lectin	1.92678e+08
P36578	RL4_HUMAN	RPL4	60S ribosomal protein L4	2.66885e+08
P36609	NCS2_CAEEL	ncs-2	Neuronal calcium sensor 2	2.78859e+07
P36639	8ODP_HUMAN	NUDT1	7,8-dihydro-8-oxoguanine triphosphatase	6.73499e+06
P36775	LONM_YEAST	PIM1	Lon protease homolog, mitochondrial	1.32902e+06
P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial	2.58062e+07
P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1	2.91571e+07
P36873	PP1G_HUMAN	PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	1.07658e+07
P36897	TGFR1_HUMAN	TGFBR1	TGF-beta receptor type-1	2.55001e+06
P36915	GNL1_HUMAN	GNL1	Guanine nucleotide-binding protein-like 1	5.09096e+06
P36952	SPB5_HUMAN	SERPINB5	Serpin B5	1.97888e+07
P36954	RPB9_HUMAN	POLR2I	DNA-directed RNA polymerase II subunit RPB9	3.15362e+06
P36955	PEDF_HUMAN	SERPINF1	Pigment epithelium-derived factor	1.87835e+06
P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	2.55324e+07
P36969	GPX4_HUMAN	GPX4	Phospholipid hydroperoxide glutathione peroxidase	3.87448e+06
P37012	PGM2_YEAST	PGM2	Phosphoglucomutase 2	3.85298e+07
P37108	SRP14_HUMAN	SRP14	Signal recognition particle 14 kDa protein	8.78963e+07
P37165	RS27A_CAEEL	ubl-1	Ubiquitin-like protein 1-40S ribosomal protein S27a	7.50891e+07
P37198	NUP62_HUMAN	NUP62	Nuclear pore glycoprotein p62	8.89325e+06
P37235	HPCL1_HUMAN	HPCAL1	Hippocalcin-like protein 1	8.59334e+06
P37262	SOL2_YEAST	SOL2	6-phosphogluconolactonase-like protein 2	2.6034e+06
P37291	GLYC_YEAST	SHM2	Serine hydroxymethyltransferase, cytosolic	6.74848e+07
P37292	GLYM_YEAST	SHM1	Serine hydroxymethyltransferase, mitochondrial	8.43638e+06
P37299	QCR10_YEAST	QCR10	Cytochrome b-c1 complex subunit 10, mitochondrial	1.01127e+07
P37302	APE3_YEAST	APE3	Aminopeptidase Y	2.59822e+07
P37303	GLY1_YEAST	GLY1	Low specificity L-threonine aldolase	1.21993e+06
P37370	VRP1_YEAST	VRP1	Verprolin	579350
P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	2.32553e+08
P37806	UNC87_CAEEL	unc-87	Protein unc-87	7.87328e+07
P37837	TALDO_HUMAN	TALDO1	Transaldolase	6.47949e+07
P37840	SYUA_HUMAN	SNCA	Alpha-synuclein	2.31804e+06
P38009	PUR92_YEAST	ADE17	Bifunctional purine biosynthesis protein ADE17	2.75096e+07
P38011	GBLP_YEAST	ASC1	Guanine nucleotide-binding protein subunit beta-like protein	6.45302e+07
P38013	AHP1_YEAST	AHP1	Peroxiredoxin AHP1	3.71624e+08
P38061	RL32_YEAST	RPL32	60S ribosomal protein L32	6.30853e+07
P38067	UGA2_YEAST	UGA2	Succinate-semialdehyde dehydrogenase [NADP(+)]	4.29787e+06
P38071	ETR1_YEAST	ETR1	Enoyl-[acyl-carrier-protein] reductase, mitochondrial	8.12678e+06
P38075	PDX3_YEAST	PDX3	Pyridoxamine 5'-phosphate oxidase	7.85821e+06
P38077	ATPG_YEAST	ATP3	ATP synthase subunit gamma, mitochondrial	1.69783e+07
P38079	YRO2_YEAST	YRO2	Protein YRO2	2.34623e+07
P38081	YBQ6_YEAST	YBR056W	Uncharacterized glycosyl hydrolase YBR056W	3.27038e+06
P38088	SYG_YEAST	GRS1	Glycine--tRNA ligase 1, mitochondrial	1.32174e+07
P38109	YBY9_YEAST	YBR139W	Putative serine carboxypeptidase YBR139W	6.63501e+06
P38115	ARA1_YEAST	ARA1	D-arabinose dehydrogenase [NAD(P)+] heavy chain	2.37639e+07
P38116	ARL1_YEAST	ARL1	ADP-ribosylation factor-like protein 1	1.11169e+06
P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta	5.83719e+07
P38120	RT09_YEAST	MRPS9	37S ribosomal protein S9, mitochondrial	361719
P38137	FAT2_YEAST	PCS60	Peroxisomal-coenzyme A synthetase	2.28023e+06
P38143	GPX2_YEAST	GPX2	Glutathione peroxidase-like peroxiredoxin 2	735308
P38145	RISA_YEAST	RIB5	Riboflavin synthase	1.67271e+06
P38159	RBMX_HUMAN	RBMX	RNA-binding motif protein, X chromosome	1.18371e+08
P38166	SFT2_YEAST	SFT2	Protein transport protein SFT2	1.19408e+06
P38174	MAP2_YEAST	MAP2	Methionine aminopeptidase 2	1.47432e+06
P38197	PLPHP_YEAST	YBL036C	Pyridoxal phosphate homeostasis protein	1.94686e+06
P38199	HEK2_YEAST	HEK2	Heterogeneous nuclear rnp K-like protein 2	1.03734e+06
P38203	LSM2_YEAST	LSM2	U6 snRNA-associated Sm-like protein LSm2	2.46117e+06
P38205	NCL1_YEAST	NCL1	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase	1.17495e+06
P38217	IMB2_YEAST	KAP104	Importin subunit beta-2	1.2973e+06
P38219	OLA1_YEAST	OLA1	Obg-like ATPase 1	1.29966e+07
P38221	CDS1_YEAST	CDS1	Phosphatidate cytidylyltransferase	2.12923e+06
P38225	FAT1_YEAST	FAT1	Very long-chain fatty acid transport protein	391736
P38230	QOR_YEAST	ZTA1	Probable quinone oxidoreductase	2.20731e+06
P38234	RFS1_YEAST	RFS1	Protein RFS1	5.34038e+06
P38235	YBQ3_YEAST	YBR053C	Uncharacterized protein YBR053C	8.62856e+06
P38237	UBP14_YEAST	UBP14	Ubiquitin carboxyl-terminal hydrolase 14	1.17974e+06
P38248	ECM33_YEAST	ECM33	Cell wall protein ECM33	2.48862e+07
P38249	EIF3A_YEAST	RPG1	Eukaryotic translation initiation factor 3 subunit A	9.98604e+06
P38250	IST2_YEAST	IST2	Increased sodium tolerance protein 2	3.13956e+06
P38260	FES1_YEAST	FES1	Hsp70 nucleotide exchange factor FES1	1.2809e+06
P38264	PHO88_YEAST	PHO88	SRP-independent targeting protein 3	8.46673e+06
P38276	YBY7_YEAST	YBR137W	UPF0303 protein YBR137W	1.73547e+06
P38281	APD1_YEAST	APD1	Actin patches distal protein 1	1.63739e+06
P38286	MKAR_YEAST	IFA38	Very-long-chain 3-oxoacyl-CoA reductase	429805
P38288	TOS1_YEAST	TOS1	Protein TOS1	2.32086e+06
P38295	MCFS2_YEAST	EHT1	Medium-chain fatty acid ethyl ester synthase/esterase 2	6.73698e+06
P38314	SDS24_YEAST	SDS24	Protein SDS24	7.19096e+06
P38325	OM14_YEAST	OM14	Mitochondrial outer membrane protein OM14	1.18566e+06
P38328	ARPC1_YEAST	ARC40	Actin-related protein 2/3 complex subunit 1	3.98271e+06
P38341	MIC12_YEAST	MIC12	MICOS complex subunit MIC12	1.10433e+06
P38345	SDHF4_YEAST	SDH8	Succinate dehydrogenase assembly factor 4, mitochondrial	3.38102e+06
P38348	HSM3_YEAST	HSM3	DNA mismatch repair protein HSM3	500029
P38353	SSH1_YEAST	SSH1	Sec sixty-one protein homolog	4.10225e+06
P38426	TPS3_YEAST	TPS3	Trehalose synthase complex regulatory subunit TPS3	3.30029e+06
P38427	TSL1_YEAST	TSL1	Trehalose synthase complex regulatory subunit TSL1	1.50778e+07
P38428	CUE1_YEAST	CUE1	Coupling of ubiquitin conjugation to ER degradation protein 1	633619
P38431	IF5_YEAST	TIF5	Eukaryotic translation initiation factor 5	9.08732e+06
P38432	COIL_HUMAN	COIL	Coilin	4.21474e+06
P38439	LEO1_YEAST	LEO1	RNA polymerase-associated protein LEO1	1.1259e+06
P38523	GRPE_YEAST	MGE1	GrpE protein homolog, mitochondrial	7.50991e+06
P38606	VATA_HUMAN	ATP6V1A	V-type proton ATPase catalytic subunit A	1.42985e+07
P38616	YGP1_YEAST	YGP1	Protein YGP1	1.08742e+08
P38623	RCK2_YEAST	RCK2	Serine/threonine-protein kinase RCK2	653428
P38624	PSB1_YEAST	PRE3	Proteasome subunit beta type-1	1.12028e+07
P38625	GUAA_YEAST	GUA1	GMP synthase [glutamine-hydrolyzing]	3.51448e+07
P38626	NCB5R_YEAST	CBR1	NADH-cytochrome b5 reductase 1	4.18793e+06
P38627	URA8_YEAST	URA8	CTP synthase 2	1.41811e+06
P38631	FKS1_YEAST	FKS1	1,3-beta-glucan synthase component FKS1	4.71162e+07
P38636	ATX1_YEAST	ATX1	Metal homeostasis factor ATX1	1.88366e+06
P38646	GRP75_HUMAN	HSPA9	Stress-70 protein, mitochondrial	6.53838e+08
P38687	SRP68_YEAST	SRP68	Signal recognition particle subunit SRP68	1.06909e+06
P38689	KPR3_YEAST	PRS3	Ribose-phosphate pyrophosphokinase 3	2.06691e+06
P38694	MSC7_YEAST	MSC7	Putative aldehyde dehydrogenase-like protein YHR039C	683748
P38695	HXT5_YEAST	HXT5	Probable glucose transporter HXT5	9.37406e+06
P38698	PPX1_YEAST	PPX1	Exopolyphosphatase	475937
P38701	RS20_YEAST	RPS20	40S ribosomal protein S20	4.85171e+07
P38707	SYNC_YEAST	DED81	Asparagine--tRNA ligase, cytoplasmic	1.12661e+07
P38708	YHI0_YEAST	YHR020W	Putative proline--tRNA ligase YHR020W	2.5814e+07
P38715	GRE3_YEAST	GRE3	NADPH-dependent aldose reductase GRE3	2.21502e+07
P38716	YHR2_YEAST	YHR112C	Uncharacterized trans-sulfuration enzyme YHR112C	6.03576e+06
P38720	6PGD1_YEAST	GND1	6-phosphogluconate dehydrogenase, decarboxylating 1	7.96151e+07
P38736	GOSR1_YEAST	GOS1	Golgi SNAP receptor complex member 1	608903
P38754	RL14B_YEAST	RPL14B	60S ribosomal protein L14-B	3.49299e+07
P38755	OSH7_YEAST	OSH7	Oxysterol-binding protein homolog 7	1.90302e+06
P38758	TDA3_YEAST	TDA3	Putative oxidoreductase TDA3	1.06358e+06
P38759	VPS29_YEAST	VPS29	Vacuolar protein sorting-associated protein 29	689595
P38764	RPN1_YEAST	RPN1	26S proteasome regulatory subunit RPN1	1.21311e+07
P38765	YHI9_YEAST	YHI9	Uncharacterized isomerase YHI9	315737
P38777	FSH1_YEAST	FSH1	Family of serine hydrolases 1	3.62841e+06
P38779	CIC1_YEAST	CIC1	Proteasome-interacting protein CIC1	3.16664e+06
P38787	PANE_YEAST	PAN5	2-dehydropantoate 2-reductase	1.75245e+06
P38788	SSZ1_YEAST	SSZ1	Ribosome-associated complex subunit SSZ1	1.5122e+07
P38791	DHYS_YEAST	DYS1	Deoxyhypusine synthase	3.61778e+06
P38795	NADE_YEAST	QNS1	Glutamine-dependent NAD(+) synthetase	1.14793e+06
P38804	SDO1L_YEAST	RTC3	Restriction of telomere capping protein 3	7.43007e+07
P38809	YHP7_YEAST	YHR097C	Uncharacterized protein YHR097C	2.24058e+06
P38810	SFB3_YEAST	SFB3	SED5-binding protein 3	464145
P38817	GGA2_YEAST	GGA2	ADP-ribosylation factor-binding protein GGA2	1.12232e+06
P38820	UBA4_YEAST	UBA4	Adenylyltransferase and sulfurtransferase UBA4	980390
P38821	DNPEP_YEAST	APE4	Aspartyl aminopeptidase 4	2.93382e+06
P38828	LSM12_YEAST	LSM12	Protein LSM12	1.88294e+06
P38836	ECM14_YEAST	ECM14	Putative metallocarboxypeptidase ECM14	2.32608e+06
P38841	YHT8_YEAST	YHR138C	Uncharacterized protein YHR138C	1.44592e+07
P38845	CRP1_YEAST	CRP1	Cruciform DNA-recognizing protein 1	4.044e+06
P38858	SOL3_YEAST	SOL3	6-phosphogluconolactonase 3	1.43913e+07
P38879	NACA_YEAST	EGD2	Nascent polypeptide-associated complex subunit alpha	4.71985e+07
P38882	UTP9_YEAST	UTP9	U3 small nucleolar RNA-associated protein 9	9.21823e+06
P38883	RIX1_YEAST	RIX1	Pre-rRNA-processing protein RIX1	159250
P38885	AIM46_YEAST	AIM46	Altered inheritance of mitochondria protein 46, mitochondrial	2.73992e+06
P38886	RPN10_YEAST	RPN10	26S proteasome regulatory subunit RPN10	6.33185e+06
P38891	BCA1_YEAST	BAT1	Branched-chain-amino-acid aminotransferase, mitochondrial	4.92328e+07
P38903	2A5D_YEAST	RTS1	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	887563
P38910	CH10_YEAST	HSP10	10 kDa heat shock protein, mitochondrial	2.68331e+07
P38911	FKBP3_YEAST	FPR3	FK506-binding nuclear protein	1.15261e+07
P38912	IF1A_YEAST	TIF11	Eukaryotic translation initiation factor 1A	1.35649e+07
P38919	IF4A3_HUMAN	EIF4A3	Eukaryotic initiation factor 4A-III	1.65288e+08
P38922	HRB1_YEAST	HRB1	Protein HRB1	347683
P38930	CSK2C_YEAST	CKB2	Casein kinase II subunit beta'	1.3137e+06
P38934	BFR1_YEAST	BFR1	Nuclear segregation protein BFR1	1.37185e+07
P38962	TVP23_YEAST	TVP23	Golgi apparatus membrane protein TVP23	1.40408e+06
P38968	SEC31_YEAST	SEC31	Protein transport protein SEC31	4.24311e+06
P38972	PUR4_YEAST	ADE6	Phosphoribosylformylglycinamidine synthase	4.08219e+06
P38985	SRP14_YEAST	SRP14	Signal recognition particle subunit SRP14	1.66919e+06
P38986	ASPG1_YEAST	ASP1	L-asparaginase 1	1.09548e+06
P38988	GGC1_YEAST	GGC1	Mitochondrial GTP/GDP carrier protein 1	3.5785e+06
P38993	FET3_YEAST	FET3	Iron transport multicopper oxidase FET3	829223
P38996	NAB3_YEAST	NAB3	Nuclear polyadenylated RNA-binding protein 3	1.66421e+06
P38998	LYS1_YEAST	LYS1	Saccharopine dehydrogenase [NAD(+), L-lysine-forming]	8.63802e+06
P38999	LYS9_YEAST	LYS9	Saccharopine dehydrogenase [NADP(+), L-glutamate-forming]	1.9207e+07
P39003	HXT6_YEAST	HXT6	High-affinity hexose transporter HXT6	2.15634e+07
P39004	HXT7_YEAST	HXT7	High-affinity hexose transporter HXT7	8.17022e+06
P39006	PSD1_YEAST	PSD1	Phosphatidylserine decarboxylase proenzyme 1, mitochondrial	1.09826e+06
P39007	STT3_YEAST	STT3	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3	854313
P39013	END3_YEAST	END3	Actin cytoskeleton-regulatory complex protein END3	1.3306e+06
P39015	STM1_YEAST	STM1	Suppressor protein STM1	6.16618e+07
P39019	RS19_HUMAN	RPS19	40S ribosomal protein S19	1.6616e+08
P39023	RL3_HUMAN	RPL3	60S ribosomal protein L3	2.66269e+08
P39055	DYN1_CAEEL	dyn-1	Dynamin	8.93392e+06
P39076	TCPB_YEAST	CCT2	T-complex protein 1 subunit beta	4.87592e+06
P39077	TCPG_YEAST	CCT3	T-complex protein 1 subunit gamma	5.03283e+06
P39078	TCPD_YEAST	CCT4	T-complex protein 1 subunit delta	4.95697e+06
P39079	TCPZ_YEAST	CCT6	T-complex protein 1 subunit zeta	2.59188e+06
P39101	CAJ1_YEAST	CAJ1	Protein CAJ1	3.72511e+06
P39105	PLB1_YEAST	PLB1	Lysophospholipase 1	6.08722e+06
P39107	MNN9_YEAST	MNN9	Mannan polymerase complexes subunit MNN9	1.47809e+06
P39109	YCFI_YEAST	YCF1	Metal resistance protein YCF1	926169
P39111	VATF_YEAST	VMA7	V-type proton ATPase subunit F	6.33615e+06
P39210	MPV17_HUMAN	MPV17	Protein Mpv17	3.62331e+06
P39516	RS14B_YEAST	RPS14B	40S ribosomal protein S14-B	7.23229e+07
P39517	DHH1_YEAST	DHH1	ATP-dependent RNA helicase DHH1	5.58959e+06
P39522	ILV3_YEAST	ILV3	Dihydroxy-acid dehydratase, mitochondrial	6.66787e+06
P39533	ACON2_YEAST	ACO2	Homocitrate dehydratase, mitochondrial	9.23218e+06
P39656	OST48_HUMAN	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	3.73071e+07
P39676	FHP_YEAST	YHB1	Flavohemoprotein	4.32872e+07
P39683	NPT1_YEAST	NPT1	Nicotinate phosphoribosyltransferase	7.66841e+06
P39687	AN32A_HUMAN	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A	1.77778e+08
P39692	MET10_YEAST	MET10	Sulfite reductase [NADPH] flavoprotein component	3.05106e+06
P39713	BDH2_YEAST	BDH2	Probable diacetyl reductase [(R)-acetoin forming] 2	559090
P39714	BDH1_YEAST	BDH1	(R,R)-butanediol dehydrogenase	7.53566e+06
P39721	AIM2_YEAST	AIM2	Protein AIM2	9.16488e+06
P39726	GCSH_YEAST	GCV3	Glycine cleavage system H protein, mitochondrial	1.64615e+07
P39727	ERV46_YEAST	ERV46	ER-derived vesicles protein ERV46	792338
P39730	IF2P_YEAST	FUN12	Eukaryotic translation initiation factor 5B	4.10032e+06
P39743	RV167_YEAST	RVS167	Reduced viability upon starvation protein 167	4.2234e+06
P39748	FEN1_HUMAN	FEN1	Flap endonuclease 1	8.97816e+07
P39925	AFG3_YEAST	AFG3	Mitochondrial respiratory chain complexes assembly protein AFG3	2.78215e+06
P39929	SNF7_YEAST	SNF7	Vacuolar-sorting protein SNF7	6.86897e+06
P39935	IF4F1_YEAST	TIF4631	Eukaryotic initiation factor 4F subunit p150	5.84248e+06
P39938	RS26A_YEAST	RPS26A	40S ribosomal protein S26-A	2.40576e+07
P39940	RSP5_YEAST	RSP5	E3 ubiquitin-protein ligase RSP5	3.886e+06
P39954	SAHH_YEAST	SAH1	Adenosylhomocysteinase	8.05476e+07
P39958	GDI1_YEAST	GDI1	Rab GDP-dissociation inhibitor	9.06264e+06
P39966	PP2C2_YEAST	PTC2	Protein phosphatase 2C homolog 2	2.98346e+06
P39968	VAC8_YEAST	VAC8	Vacuolar protein 8	2.99004e+06
P39974	YEI3_YEAST	YEL073C	Uncharacterized protein YEL073C	4.42995e+06
P39976	DLD3_YEAST	DLD3	D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3	3.28082e+06
P39986	ATC6_YEAST	SPF1	Manganese-transporting ATPase 1	3.32093e+06
P39990	SNU13_YEAST	SNU13	13 kDa ribonucleoprotein-associated protein	1.50145e+07
P40008	FMP52_YEAST	FMP52	Protein FMP52, mitochondrial	8.20867e+06
P40010	NUG1_YEAST	NUG1	Nuclear GTP-binding protein NUG1	2.25585e+06
P40012	PPOX_YEAST	HEM14	Protoporphyrinogen oxidase	632282
P40016	RPN3_YEAST	RPN3	26S proteasome regulatory subunit RPN3	1.62398e+06
P40019	CHZ1_YEAST	CHZ1	Histone H2A.Z-specific chaperone CHZ1	3.40824e+06
P40024	ARB1_YEAST	ARB1	ABC transporter ATP-binding protein ARB1	6.07173e+06
P40029	MSRA_YEAST	MXR1	Peptide methionine sulfoxide reductase	6.7859e+06
P40030	ERG28_YEAST	ERG28	Ergosterol biosynthetic protein 28	2.9591e+06
P40032	TPA1_YEAST	TPA1	Prolyl 3,4-dihydroxylase TPA1	1.33771e+06
P40035	PIC2_YEAST	PIC2	Mitochondrial phosphate carrier protein 2	5.83908e+06
P40037	HMF1_YEAST	HMF1	Protein HMF1	1.68193e+07
P40040	THO1_YEAST	THO1	Protein THO1	3.68419e+06
P40043	RGI1_YEAST	RGI1	Respiratory growth induced protein 1	1.43437e+07
P40047	ALDH5_YEAST	ALD5	Aldehyde dehydrogenase 5, mitochondrial	5.63902e+06
P40052	YEQ9_YEAST	YER079W	Uncharacterized protein YER079W	1.35306e+06
P40053	AIM9_YEAST	AIM9	Altered inheritance of mitochondria protein 9, mitochondrial	5.58984e+06
P40054	SERA_YEAST	SER3	D-3-phosphoglycerate dehydrogenase 1	1.00798e+07
P40069	IMB4_YEAST	KAP123	Importin subunit beta-4	1.46678e+07
P40070	LSM4_YEAST	LSM4	U6 snRNA-associated Sm-like protein LSm4	1.26557e+06
P40075	SCS2_YEAST	SCS2	Vesicle-associated membrane protein-associated protein SCS2	1.15207e+07
P40081	MGDP1_YEAST	YER134C	Putative magnesium-dependent phosphatase YER134C	1.48003e+06
P40084	RTR1_YEAST	RTR1	RNA polymerase II subunit B1 CTD phosphatase RTR1	423915
P40086	COX15_YEAST	COX15	Cytochrome c oxidase assembly protein COX15	577664
P40087	DDI1_YEAST	DDI1	DNA damage-inducible protein 1	1.9399e+06
P40089	LSM5_YEAST	LSM5	U6 snRNA-associated Sm-like protein LSm5	4.33562e+06
P40093	YEY6_YEAST	YER156C	MYG1 protein YER156C	2.43412e+06
P40106	GPP2_YEAST	GPP2	Glycerol-1-phosphate phosphohydrolase 2	6.52475e+07
P40121	CAPG_HUMAN	CAPG	Macrophage-capping protein	3.90235e+07
P40150	SSB2_YEAST	SSB2	Ribosome-associated molecular chaperone SSB2	4.7615e+06
P40159	YNU8_YEAST	YNL208W	Uncharacterized protein YNL208W	2.79047e+07
P40165	NNRE_YEAST	NNR1	NAD(P)H-hydrate epimerase	7.33661e+06
P40169	YNT4_YEAST	YNL194C	Uncharacterized plasma membrane protein YNL194C	2.43401e+06
P40185	MMF1_YEAST	MMF1	Protein MMF1, mitochondrial	2.75513e+07
P40202	CCS1_YEAST	CCS1	Superoxide dismutase 1 copper chaperone	3.32885e+06
P40210	SIP5_YEAST	SIP5	Protein SIP5	1.06944e+06
P40212	RL13B_YEAST	RPL13B	60S ribosomal protein L13-B	9.58205e+07
P40215	NDH1_YEAST	NDE1	External NADH-ubiquinone oxidoreductase 1, mitochondrial	3.71124e+07
P40217	EIF3I_YEAST	TIF34	Eukaryotic translation initiation factor 3 subunit I	6.57185e+06
P40222	TXLNA_HUMAN	TXLNA	Alpha-taxilin	6.59054e+06
P40227	TCPZ_HUMAN	CCT6A	T-complex protein 1 subunit zeta	1.07002e+08
P40261	NNMT_HUMAN	NNMT	Nicotinamide N-methyltransferase	2.90382e+07
P40302	PSA6_YEAST	PRE5	Proteasome subunit alpha type-6	9.45231e+06
P40303	PSA4_YEAST	PRE6	Proteasome subunit alpha type-4	9.8332e+06
P40319	ELO3_YEAST	ELO3	Elongation of fatty acids protein 3	1.91079e+06
P40327	PRS4_YEAST	RPT2	26S proteasome regulatory subunit 4 homolog	6.21487e+06
P40357	SEC9_YEAST	SEC9	Protein transport protein SEC9	996349
P40358	JEM1_YEAST	JEM1	DnaJ-like chaperone JEM1	1.48895e+06
P40363	SFGH_YEAST	YJL068C	S-formylglutathione hydrolase	6.06719e+06
P40364	MPM1_YEAST	MPM1	Mitochondrial peculiar membrane protein 1	8.33706e+06
P40413	TCPE_YEAST	CCT5	T-complex protein 1 subunit epsilon	7.65568e+06
P40414	TPM2_YEAST	TPM2	Tropomyosin-2	5.40722e+06
P40422	RPAB4_YEAST	RPC10	DNA-directed RNA polymerases I, II, and III subunit RPABC4	1.04014e+06
P40429	RL13A_HUMAN	RPL13A	60S ribosomal protein L13a	1.54932e+08
P40462	TM108_YEAST	TMA108	Protein TMA108	384477
P40469	MET18_YEAST	MET18	DNA repair/transcription protein MET18/MMS19	6.15583e+06
P40471	AYR1_YEAST	AYR1	NADPH-dependent 1-acyldihydroxyacetone phosphate reductase	2.18938e+06
P40472;P53616	SIM1_YEAST;SUN4_YEAST	SIM1;SUN4	Probable secreted beta-glucosidase SIM1	2.27652e+06
P40482	SEC24_YEAST	SEC24	Protein transport protein SEC24	6.1411e+06
P40483	YIK8_YEAST	YIL108W	Putative zinc metalloproteinase YIL108W	1.08363e+06
