Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03.mzML
P32347	DCUP_YEAST	HEM12	Uroporphyrinogen decarboxylase	1.68355e+06
P32350	KNS1_YEAST	KNS1	Dual specificity protein kinase KNS1	709333
P32351	IMPX_YEAST	IMP2'	Sugar utilization regulatory protein IMP2	2.16954e+06
P32352	ERG2_YEAST	ERG2	C-8 sterol isomerase	6.06853e+06
P32353	ERG3_YEAST	ERG3	Delta(7)-sterol 5(6)-desaturase	1.26151e+06
P32356	TREA_YEAST	NTH1	Neutral trehalase	1.94874e+07
P32366	VA0D_YEAST	VMA6	V-type proton ATPase subunit d	1.06041e+07
P32368	SAC1_YEAST	SAC1	Phosphatidylinositol-3-phosphatase SAC1	3.56172e+06
P32377	MVD1_YEAST	MVD1	Diphosphomevalonate decarboxylase	1.73151e+07
P32379	PSA5_YEAST	PUP2	Proteasome subunit alpha type-5	1.47351e+07
P32381	ARP2_YEAST	ARP2	Actin-related protein 2	1.19513e+07
P32386	YBT1_YEAST	YBT1	ATP-dependent bile acid permease	2.95881e+06
P32387	RM41_YEAST	MRP20	54S ribosomal protein L41, mitochondrial	2.14161e+06
P32388	RM49_YEAST	MRP49	54S ribosomal protein MRP49, mitochondrial	561947
P32419	MDHP_YEAST	MDH3	Malate dehydrogenase, peroxisomal	1.5812e+07
P32445	RIM1_YEAST	RIM1	Single-stranded DNA-binding protein RIM1, mitochondrial	3.51807e+07
P32447	ASF1_YEAST	ASF1	Histone chaperone ASF1	1.91015e+06
P32449	AROG_YEAST	ARO4	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited	2.72297e+07
P32451	BIOB_YEAST	BIO2	Biotin synthase, mitochondrial	2.52169e+06
P32453	ATP11_YEAST	ATP11	Protein ATP11, mitochondrial	1.97219e+06
P32454	APE2_YEAST	APE2	Aminopeptidase 2, mitochondrial	1.09193e+07
P32456	GBP2_HUMAN	GBP2	Guanylate-binding protein 2	157700
P32457	CDC3_YEAST	CDC3	Cell division control protein 3	6.80513e+06
P32458	CDC11_YEAST	CDC11	Cell division control protein 11	1.95876e+06
P32462	ERG24_YEAST	ERG24	Delta(14)-sterol reductase	1.26959e+06
P32463	ACPM_YEAST	ACP1	Acyl carrier protein, mitochondrial	7.68873e+06
P32466	HXT3_YEAST	HXT3	Low-affinity glucose transporter HXT3	5.93592e+06
P32467	HXT4_YEAST	HXT4	Low-affinity glucose transporter HXT4	3.28377e+06
P32468	CDC12_YEAST	CDC12	Cell division control protein 12	6.66427e+06
P32469	DPH5_YEAST	DPH5	Diphthine methyl ester synthase	1.03062e+07
P32471	EF1B_YEAST	EFB1	Elongation factor 1-beta	1.8059e+08
P32472	FKBP2_YEAST	FPR2	Peptidyl-prolyl cis-trans isomerase FPR2	9.58833e+06
P32473	ODPB_YEAST	PDB1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	3.61522e+07
P32474	EUG1_YEAST	EUG1	Protein disulfide-isomerase EUG1	2.04032e+06
P32476	ERG1_YEAST	ERG1	Squalene monooxygenase	1.93845e+06
P32477	GSH1_YEAST	GSH1	Glutamate--cysteine ligase	2.98307e+06
P32478	HS150_YEAST	HSP150	Cell wall mannoprotein HSP150	2.51885e+07
P32481	IF2G_YEAST	GCD11	Eukaryotic translation initiation factor 2 subunit gamma	3.24602e+07
P32485	HOG1_YEAST	HOG1	Mitogen-activated protein kinase HOG1	5.70474e+06
P32495	NHP2_YEAST	NHP2	H/ACA ribonucleoprotein complex subunit NHP2	9.63304e+06
P32496	RPN12_YEAST	RPN12	26S proteasome regulatory subunit RPN12	6.4405e+06
P32497	EIF3C_YEAST	NIP1	Eukaryotic translation initiation factor 3 subunit C	6.83062e+06
P32499	NUP2_YEAST	NUP2	Nucleoporin NUP2	5.23646e+06
P32501	EI2BE_YEAST	GCD6	Translation initiation factor eIF-2B subunit epsilon	1.1674e+06
P32505	NAB2_YEAST	NAB2	Nuclear polyadenylated RNA-binding protein NAB2	1.83545e+06
P32521	PAN1_YEAST	PAN1	Actin cytoskeleton-regulatory complex protein PAN1	4.59746e+06
P32523	PRP19_YEAST	PRP19	Pre-mRNA-processing factor 19	1.2216e+06
P32527	ZUO1_YEAST	ZUO1	Zuotin	1.47621e+07
P32529	RPA12_YEAST	RPA12	DNA-directed RNA polymerase I subunit RPA12	2.9825e+06
P32558	SPT16_YEAST	SPT16	FACT complex subunit SPT16	2.94315e+06
P32561	RPD3_YEAST	RPD3	Histone deacetylase RPD3	2.61321e+06
P32563	VPH1_YEAST	VPH1	V-type proton ATPase subunit a, vacuolar isoform	5.98864e+06
P32564	SCM4_YEAST	SCM4	Protein SCM4	1.06449e+07
P32565	RPN2_YEAST	RPN2	26S proteasome regulatory subunit RPN2	8.08503e+06
P32566	SMI1_YEAST	SMI1	Cell wall assembly regulator SMI1	3.19321e+06
P32579	SUA5_YEAST	SUA5	Threonylcarbamoyl-AMP synthase	1.32471e+06
P32582	CBS_YEAST	CYS4	Cystathionine beta-synthase	5.27891e+07
P32583	SRP40_YEAST	SRP40	Suppressor protein SRP40	2.65804e+06
P32588	PUB1_YEAST	PUB1	Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1	1.60113e+07
P32589	HSP7F_YEAST	SSE1	Heat shock protein homolog SSE1	5.72782e+07
P32590	HSP79_YEAST	SSE2	Heat shock protein homolog SSE2	1.42833e+07
P32598	PP12_YEAST	GLC7	Serine/threonine-protein phosphatase PP1-2	2.81494e+07
P32599	FIMB_YEAST	SAC6	Fimbrin	2.74019e+07
P32602	SEC17_YEAST	SEC17	Alpha-soluble NSF attachment protein	8.46672e+06
P32604	F26_YEAST	FBP26	Fructose-2,6-bisphosphatase	1.22107e+06
P32608	RTG2_YEAST	RTG2	Retrograde regulation protein 2	3.49711e+06
P32610	VATD_YEAST	VMA8	V-type proton ATPase subunit D	1.2019e+07
P32611	RML2_YEAST	RML2	54S ribosomal protein RML2, mitochondrial	2.73692e+06
P32614	FRDS_YEAST	FRD1	Fumarate reductase 1	1.51327e+07
P32621	GDA1_YEAST	GDA1	Guanosine-diphosphatase	1.08649e+06
P32628	RAD23_YEAST	RAD23	UV excision repair protein RAD23	9.25833e+06
P32629	ANP1_YEAST	ANP1	Mannan polymerase II complex ANP1 subunit	1.30175e+06
P32643	TMT1_YEAST	TMT1	Trans-aconitate 3-methyltransferase	1.77778e+07
P32656	CHAC_YEAST	GCG1	Glutathione-specific gamma-glutamylcyclotransferase	1.01641e+06
P32744	CLAS2_CAEEL	cls-2	Protein CLASP-2	533424
P32769	HBS1_YEAST	HBS1	Elongation factor 1 alpha-like protein	2.27559e+06
P32771	FADH_YEAST	SFA1	S-(hydroxymethyl)glutathione dehydrogenase	4.26998e+07
P32774	T2AG_YEAST	TOA2	Transcription initiation factor IIA subunit 2	2.49669e+06
P32775	GLGB_YEAST	GLC3	1,4-alpha-glucan-branching enzyme	7.90604e+06
P32780	TF2H1_HUMAN	GTF2H1	General transcription factor IIH subunit 1	1.1709e+06
P32787	MG101_YEAST	MGM101	Mitochondrial genome maintenance protein MGM101	4.69002e+06
P32790	SLA1_YEAST	SLA1	Actin cytoskeleton-regulatory complex protein SLA1	2.99623e+06
P32793	YSC84_YEAST	YSC84	Protein YSC84	1.5193e+06
P32795	YME1_YEAST	YME1	Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1	2.7997e+06
P32796	CACP_YEAST	CAT2	Carnitine O-acetyltransferase, mitochondrial	1.98544e+06
P32799	COX13_YEAST	COX13	Cytochrome c oxidase subunit 13, mitochondrial	1.58926e+07
P32803	EMP24_YEAST	EMP24	Endosomal protein P24B	6.89352e+06
P32832	RSC7_YEAST	NPL6	Chromatin structure-remodeling complex subunit RSC7	2.07833e+07
P32835;P32836	GSP1_YEAST;GSP2_YEAST	GSP1;GSP2	GTP-binding nuclear protein GSP1/CNR1	4.38516e+07
P32839	BCS1_YEAST	BCS1	Mitochondrial chaperone BCS1	563246
P32843	YME2_YEAST	YME2	Mitochondrial escape protein 2	2.13635e+06
P32857	PTM1_YEAST	PTM1	Membrane protein PTM1	1.48959e+06
P32860	NFU1_YEAST	NFU1	NifU-like protein, mitochondrial	3.05717e+06
P32861	UGPA1_YEAST	UGP1	UTP--glucose-1-phosphate uridylyltransferase	5.29665e+07
P32864	RAEP_YEAST	MRS6	Rab proteins geranylgeranyltransferase component A	1.50403e+06
P32867	SSO1_YEAST	SSO1	Protein SSO1	6.55843e+06
P32891	DLD1_YEAST	DLD1	D-lactate dehydrogenase [cytochrome] 1, mitochondrial	8.53511e+06
P32895	KPR1_YEAST	PRS1	Ribose-phosphate pyrophosphokinase 1	4.81498e+06
P32897	TIM23_YEAST	TIM23	Mitochondrial import inner membrane translocase subunit TIM23	3.00075e+06
P32898	CYM1_YEAST	CYM1	Mitochondrial presequence protease	1.62705e+06
P32902	RT04_YEAST	MRP4	37S ribosomal protein MRP4, mitochondrial	823415
P32911	SUI1_YEAST	SUI1	Eukaryotic translation initiation factor eIF-1	2.0866e+07
P32914	SPT4_YEAST	SPT4	Transcription elongation factor SPT4	967499
P32915	SC61A_YEAST	SEC61	Protein transport protein SEC61	5.05552e+06
P32916	SRPR_YEAST	SRP101	Signal recognition particle receptor subunit alpha homolog	2.03499e+06
P32929	CGL_HUMAN	CTH	Cystathionine gamma-lyase	2.69614e+06
P32939	YPT7_YEAST	YPT7	GTP-binding protein YPT7	4.79885e+06
P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9	1.55016e+08
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	1.0375e+07
P33201	MRT4_YEAST	MRT4	Ribosome assembly factor MRT4	7.27139e+06
P33202	UFD4_YEAST	UFD4	Ubiquitin fusion degradation protein 4	5.48398e+06
P33204	ARPC4_YEAST	ARC19	Actin-related protein 2/3 complex subunit 4	8.75749e+06
P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	1.42544e+07
P33297	PRS6A_YEAST	RPT5	26S proteasome regulatory subunit 6A	2.33128e+07
P33298	PRS6B_YEAST	RPT3	26S proteasome regulatory subunit 6B homolog	7.19894e+06
P33299	PRS7_YEAST	RPT1	26S proteasome regulatory subunit 7 homolog	9.35704e+06
P33303	SFC1_YEAST	SFC1	Succinate/fumarate mitochondrial transporter	2.14743e+06
P33307	CSE1_YEAST	CSE1	Importin alpha re-exporter	822314
P33315	TKT2_YEAST	TKL2	Transketolase 2	2.64267e+07
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	7.11312e+07
P33317	DUT_YEAST	DUT1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	1.88919e+06
P33322	CBF5_YEAST	CBF5	H/ACA ribonucleoprotein complex subunit CBF5	6.62069e+06
P33324	YKJ1_YEAST	YKL091C	CRAL-TRIO domain-containing protein YKL091C	3.60763e+06
P33327	DHE2_YEAST	GDH2	NAD-specific glutamate dehydrogenase	2.47415e+06
P33328	SNC2_YEAST	SNC2	Synaptobrevin homolog 2	4.93649e+06
P33330	SERC_YEAST	SER1	Phosphoserine aminotransferase	1.16987e+07
P33331	NTF2_YEAST	NTF2	Nuclear transport factor 2	5.09695e+07
P33333	PLSC_YEAST	SLC1	Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase	1.86991e+06
P33338	SLA2_YEAST	SLA2	Protein SLA2	7.6455e+06
P33399	LHP1_YEAST	LHP1	La protein homolog	8.05552e+06
P33401	PGM1_YEAST	PGM1	Phosphoglucomutase 1	1.7476e+06
P33416	HSP78_YEAST	HSP78	Heat shock protein 78, mitochondrial	2.10527e+07
P33442	RS3A1_YEAST	RPS1A	40S ribosomal protein S1-A	3.56199e+07
P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	5.09507e+06
P33552	CKS2_HUMAN	CKS2	Cyclin-dependent kinases regulatory subunit 2	3.72839e+06
P33734	HIS5_YEAST	HIS7	Imidazole glycerol phosphate synthase hisHF	5.00743e+06
P33754	SEC66_YEAST	SEC66	Translocation protein SEC66	1.67286e+06
P33755	NPL4_YEAST	NPL4	Nuclear protein localization protein 4	1.41753e+06
P33767	OSTB_YEAST	WBP1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	4.00131e+06
P33775	PMT1_YEAST	PMT1	Dolichyl-phosphate-mannose--protein mannosyltransferase 1	6.6685e+06
P33892	GCN1_YEAST	GCN1	eIF-2-alpha kinase activator GCN1	6.37749e+06
P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1	3.5271e+06
P33981	TTK_HUMAN	TTK	Dual specificity protein kinase TTK	1.91088e+06
P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4	2.55709e+07
P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5	1.95558e+07
P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	2.23496e+07
P34059	GALNS_HUMAN	GALNS	N-acetylgalactosamine-6-sulfatase	58906.6
P34077	NIC96_YEAST	NIC96	Nucleoporin NIC96	8.63656e+06
P34110	VPS35_YEAST	VPS35	Vacuolar protein sorting-associated protein 35	780978
P34160	NCBP1_YEAST	STO1	Nuclear cap-binding protein complex subunit 1	1.36879e+06
P34163	TGL1_YEAST	TGL1	Sterol esterase TGL1	953217
P34167	IF4B_YEAST	TIF3	Eukaryotic translation initiation factor 4B	5.51248e+07
P34183	SYH_CAEEL	hars-1	Histidine--tRNA ligase	6.51702e+06
P34213	RAB6A_CAEEL	rab-6.1	Ras-related protein Rab-6.1	527965
P34216	EDE1_YEAST	EDE1	EH domain-containing and endocytosis protein 1	6.18566e+06
P34221	PP2C3_YEAST	PTC3	Protein phosphatase 2C homolog 3	3.54341e+06
P34222	PTH2_YEAST	PTH2	Peptidyl-tRNA hydrolase 2	1.17047e+06
P34223	UBX1_YEAST	SHP1	UBX domain-containing protein 1	6.85171e+06
P34227	PRX1_YEAST	PRX1	Peroxiredoxin PRX1, mitochondrial	4.04036e+07
P34232	MTR2_YEAST	MTR2	mRNA transport regulator MTR2	605726
P34237	CASP_YEAST	COY1	Protein CASP	3.59378e+06
P34240	ZRT3_YEAST	ZRT3	Zinc-regulated transporter 3	514556
P34251	YKK7_YEAST	YKL107W	Uncharacterized oxidoreductase YKL107W	594269
P34253	KTI12_YEAST	KTI12	Protein KTI12	818541
P34255	ECHH_CAEEL	B0303.3	Probable 3-ketoacyl-CoA thiolase	1.51784e+07
P34280	YKK3_CAEEL	C02F5.3	Uncharacterized GTP-binding protein C02F5.3	1.50572e+06
P34286	PSB1_CAEEL	pbs-6	Proteasome subunit beta type-1	1.09932e+07
P34308	CAN_CAEEL	clp-1	Calpain clp-1	7.19822e+06
P34328	HSP10_CAEEL	hsp-12.2	Heat shock protein Hsp-12.2	6.2122e+07
P34329	PDIA4_CAEEL	C14B9.2	Probable protein disulfide-isomerase A4	2.08541e+07
P34334	RL21_CAEEL	rpl-21	60S ribosomal protein L21	1.29364e+08
P34339	EIF3A_CAEEL	egl-45	Eukaryotic translation initiation factor 3 subunit A	1.22381e+07
P34340	COL90_CAEEL	col-90	Putative cuticle collagen 90	3.47181e+06
P34342	RGP2_CAEEL	ran-2	Ran GTPase-activating protein 2	1.26713e+06
P34343	NU133_CAEEL	npp-15	Nuclear pore complex protein 15	201940
P34345	GSTO1_CAEEL	gsto-1	Glutathione transferase omega-1	1.14182e+07
P34346	KAD2_CAEEL	let-754	Adenylate kinase	2.13302e+07
P34355	ACX15_CAEEL	acox-1.5	Probable peroxisomal acyl-coenzyme A oxidase 1.5	4.34069e+06
P34369	PRP8_CAEEL	prp-8	Pre-mRNA-splicing factor 8 homolog	4.32396e+06
P34382	FAR1_CAEEL	far-1	Fatty-acid and retinol-binding protein 1	4.93443e+07
P34383	FAR2_CAEEL	far-2	Fatty-acid and retinol-binding protein 2	2.39485e+06
P34384	RM44_CAEEL	mrpl-44	Ribosomal protein L44, mitochondrial	1.57515e+07
P34385	MCCB_CAEEL	F02A9.10	Probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	5.24544e+06
P34388	RT09_CAEEL	mrps-9	Probable 40S ribosomal protein S9, mitochondrial	3.18356e+06
P34392	YLS7_CAEEL	F09G8.7	Uncharacterized protein F09G8.7	995351
P34415	YLZ2_CAEEL	F42H10.2	Uncharacterized protein F42H10.2	733366
P34434	YL54_CAEEL	F44E2.4	Uncharacterized protein F44E2.4	218602
P34438	YL58_CAEEL	F44E2.8	Uncharacterized protein F44E2.8	4.55786e+06
P34445	YL87_CAEEL	F54C8.7	Uncharacterized protein F54C8.7	1.86586e+06
P34446	PAT2_CAEEL	pat-2	Integrin alpha pat-2	3.22566e+06
P34453	PEX19_CAEEL	prx-19	Putative peroxisomal biogenesis factor 19	1.50596e+06
P34455	ACON_CAEEL	aco-2	Probable aconitate hydratase, mitochondrial	4.86362e+07
P34460	EF1B1_CAEEL	eef-1B.1	Probable elongation factor 1-beta/1-delta 1	7.20724e+07
P34461	SODE_CAEEL	sod-4	Extracellular superoxide dismutase [Cu-Zn]	1.72695e+06
P34462	VATD_CAEEL	vha-14	V-type proton ATPase subunit D	1.31923e+07
P34466	CLU_CAEEL	clu-1	Clustered mitochondria protein homolog	6.28426e+06
P34475	TBG_CAEEL	tbg-1	Tubulin gamma chain	639140
P34476	RPAC2_CAEEL	rpac-19	Probable DNA-directed RNA polymerases I and III subunit RPAC2	1.87503e+06
P34477	UBC7_CAEEL	ubc-7	Probable ubiquitin-conjugating enzyme E2 7	4.87128e+06
P34492	YMQ1_CAEEL	K02D10.1	Putative NipSnap protein K02D10.1	2.74891e+06
P34496	MTSS1_CAEEL	mtss-1	Single-stranded DNA-binding protein, mitochondrial	1.99609e+07
P34500	TTR2_CAEEL	ttr-2	Transthyretin-like protein 2	2.37539e+07
P34504	YMV2_CAEEL	K04H4.2	Uncharacterized protein K04H4.2	2.71694e+06
P34517	GPDH2_CAEEL	gpdh-2	Probable glycerol-3-phosphate dehydrogenase 2	3.43224e+07
P34519	TXTP_CAEEL	K11H3.3	Putative tricarboxylate transport protein, mitochondrial	2.64438e+06
P34524	BRX1_CAEEL	K12H4.3	Ribosome biogenesis protein BRX1 homolog	917565
P34525	SPCS3_CAEEL	spcs-3	Probable signal peptidase complex subunit 3	3.56538e+06
P34526	YM65_CAEEL	K12H4.5	Uncharacterized protein K12H4.5	5.10304e+06
P34528	YM67_CAEEL	K12H4.7	Putative serine protease K12H4.7	6.40036e+06
P34537	BRE1_CAEEL	rfp-1	E3 ubiquitin-protein ligase bre-1	901893
P34539	ATP5E_CAEEL	R05D3.6	Putative ATP synthase subunit epsilon, mitochondrial	4.62837e+07
P34540	KINH_CAEEL	unc-116	Kinesin heavy chain	4.68496e+06
P34542	YNC9_CAEEL	R05D3.9/R05D3.10	Uncharacterized protein R05D3.9	785036
P34552	ALXA_CAEEL	alx-1	Apoptosis-linked gene 2-interacting protein X 1	4.50804e+06
P34556	CDK1_CAEEL	cdk-1	Cyclin-dependent kinase 1	839159
P34559	ECHM_CAEEL	ech-6	Probable enoyl-CoA hydratase, mitochondrial	1.16918e+08
P34560	RMD1_CAEEL	rmd-1	Regulator of microtubule dynamics protein 1	1.12851e+06
P34563	IF5A1_CAEEL	iff-1	Eukaryotic translation initiation factor 5A-1	2.13909e+07
P34574	CLH_CAEEL	chc-1	Probable clathrin heavy chain 1	7.53828e+06
P34575	CISY_CAEEL	cts-1	Probable citrate synthase, mitochondrial	8.62355e+07
P34576	MUA3_CAEEL	mua-3	Transmembrane cell adhesion receptor mua-3	537898
P34604	EI2BA_CAEEL	ZK1098.4	Probable translation initiation factor eIF-2B subunit alpha	956977
P34605	TPPC3_CAEEL	trpp-3	Trafficking protein particle complex subunit 3 homolog	891912
P34610	PCP1_CAEEL	pcp-1	Putative serine protease pcp-1	807993
P34618	CEC1_CAEEL	cec-1	Chromo domain-containing protein cec-1	1.53351e+06
P34623	DDRGK_CAEEL	ufbp-1	DDRGK domain-containing protein 1	1.89526e+06
P34629	AMPL_CAEEL	lap-1	Leucine aminopeptidase 1	550116
P34640	DDX55_CAEEL	ZK512.2	Probable ATP-dependent RNA helicase DDX55 homolog	913027
P34642	SRP09_CAEEL	ZK512.4	Signal recognition particle 9 kDa protein	2.04656e+06
P34645	YOQ7_CAEEL	ZK512.7	Uncharacterized protein ZK512.7	4.15871e+06
P34647	MCM6_CAEEL	mcm-6	DNA replication licensing factor mcm-6	1.00704e+06
P34650	MPI_CAEEL	ZK632.4	Probable mannose-6-phosphate isomerase	5.39338e+06
P34652	CALX_CAEEL	cnx-1	Calnexin	3.04915e+06
P34662	RL35_CAEEL	rpl-35	60S ribosomal protein L35	8.10389e+07
P34664	YOY6_CAEEL	ZK652.6	Uncharacterized protein ZK652.6	111492
P34666	COQ5_CAEEL	coq-5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	557588
P34669	OST3_CAEEL	ZK686.3	Probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3	7.71268e+06
P34673	FAHD1_CAEEL	fahd-1	Fumarylacetoacetate hydrolase domain-containing protein 1	4.24146e+06
P34676	PCP5_CAEEL	pcp-5	Prolyl carboxy peptidase like protein 5	756862
P34685	CAPZA_CAEEL	cap-1	F-actin-capping protein subunit alpha	8.36969e+06
P34686	CAPZB_CAEEL	cap-2	F-actin-capping protein subunit beta	4.21493e+06
P34689	GLH1_CAEEL	glh-1	ATP-dependent RNA helicase glh-1	8.42095e+06
P34690	TBA2_CAEEL	tba-2	Tubulin alpha-2 chain	3.90641e+08
P34696	HSP11_CAEEL	hsp-16.1	Heat shock protein Hsp-16.1/Hsp-16.11	2.48687e+08
P34697	SODC_CAEEL	sod-1	Superoxide dismutase [Cu-Zn]	2.90077e+07
P34714	SPRC_CAEEL	ost-1	SPARC	4.59002e+06
P34730	BMH2_YEAST	BMH2	Protein BMH2	1.85763e+08
P34748	RT23_CAEEL	mrps-23	Probable 28S ribosomal protein S23, mitochondrial	2.40175e+06
P34760	TSA1_YEAST	TSA1	Peroxiredoxin TSA1	4.07761e+08
P34815	UNC18_CAEEL	unc-18	Putative acetylcholine regulator unc-18	2.05404e+06
P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic	4.90855e+06
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	9.53687e+07
P34909	NOT4_YEAST	MOT2	General negative regulator of transcription subunit 4	4.03895e+06
P34931	HS71L_HUMAN	HSPA1L	Heat shock 70 kDa protein 1-like	1.70103e+08
P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	2.98956e+07
P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase	6.29995e+06
P35030	TRY3_HUMAN	PRSS3	Trypsin-3	1.36905e+06
P35127	UBL1_YEAST	YUH1	Ubiquitin carboxyl-terminal hydrolase YUH1	1.06835e+06
P35172	TREB_YEAST	NTH2	Probable trehalase	266847
P35176	CYPD_YEAST	CPR5	Peptidyl-prolyl cis-trans isomerase D	9.30841e+06
P35179	SC61G_YEAST	SSS1	Protein transport protein SSS1	2.94546e+07
P35180	TOM20_YEAST	TOM20	Mitochondrial import receptor subunit TOM20	5.73246e+06
P35181	AP1S1_YEAST	APS1	AP-1 complex subunit sigma-1	971799
P35184	SQT1_YEAST	SQT1	Ribosome assembly protein SQT1	1.55866e+06
P35189	TAF14_YEAST	TAF14	Transcription initiation factor TFIID subunit 14	3.16058e+06
P35191	MDJ1_YEAST	MDJ1	DnaJ homolog 1, mitochondrial	1.70178e+06
P35197	GCS1_YEAST	GCS1	ADP-ribosylation factor GTPase-activating protein GCS1	1.3823e+07
P35202	THI80_YEAST	THI80	Thiamine pyrophosphokinase	1.3965e+06
P35207	SKI2_YEAST	SKI2	Antiviral helicase SKI2	576665
P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1	6.67509e+06
P35232	PHB_HUMAN	PHB	Prohibitin	6.96474e+07
P35237	SPB6_HUMAN	SERPINB6	Serpin B6	4.71523e+07
P35240	MERL_HUMAN	NF2	Merlin	544477
P35241	RADI_HUMAN	RDX	Radixin	3.22609e+07
P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit	7.4782e+06
P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4	2.26266e+07
P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2	1.27082e+07
P35251	RFC1_HUMAN	RFC1	Replication factor C subunit 1	5.56384e+06
P35268	RL22_HUMAN	RPL22	60S ribosomal protein L22	2.11263e+08
P35269	T2FA_HUMAN	GTF2F1	General transcription factor IIF subunit 1	3.78667e+06
P35270	SPRE_HUMAN	SPR	Sepiapterin reductase	8.22853e+06
P35354	PGH2_HUMAN	PTGS2	Prostaglandin G/H synthase 2	3.54046e+06
P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme	2.73972e+07
P35579	MYH9_HUMAN	MYH9	Myosin-9	3.97143e+07
P35580	MYH10_HUMAN	MYH10	Myosin-10	1.6554e+06
P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	3.04304e+07
P35610	SOAT1_HUMAN	SOAT1	Sterol O-acyltransferase 1	1.14891e+07
P35611	ADDA_HUMAN	ADD1	Alpha-adducin	2.08876e+06
P35613	BASI_HUMAN	BSG	Basigin	1.07778e+08
P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	6.68645e+07
P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214	9.35304e+06
P35659	DEK_HUMAN	DEK	Protein DEK	5.97493e+07
P35691	TCTP_YEAST	TMA19	Translationally-controlled tumor protein homolog	1.19686e+08
P35719	MRP8_YEAST	MRP8	Uncharacterized protein MRP8	2.44956e+07
P35723	YET1_YEAST	YET1	Endoplasmic reticulum transmembrane protein 1	1.37326e+07
P35732	DEF1_YEAST	DEF1	RNA polymerase II degradation factor 1	1.19049e+07
P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1	3.93106e+06
P35790	CHKA_HUMAN	CHKA	Choline kinase alpha	679000
P35813	PPM1A_HUMAN	PPM1A	Protein phosphatase 1A	4.15127e+06
P35844	KES1_YEAST	KES1	Oxysterol-binding protein homolog 4	8.82036e+06
P35845	OSH1_YEAST	SWH1	Oxysterol-binding protein homolog 1	3.83488e+06
P35908	K22E_HUMAN	KRT2	Keratin, type II cytoskeletal 2 epidermal	2.16348e+06
P35914	HMGCL_HUMAN	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial	8.17761e+06
P35996	RM38_YEAST	MRPL38	54S ribosomal protein L38, mitochondrial	2.24741e+06
P35997;P38711	RS27A_YEAST;RS27B_YEAST	RPS27A;RPS27B	40S ribosomal protein S27-A	1.31498e+08
P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	2.58082e+07
P36006	MYO3_YEAST	MYO3	Myosin-3	2.0279e+06
P36008	EF1G2_YEAST	TEF4	Elongation factor 1-gamma 2	3.82358e+07
P36010	NDK_YEAST	YNK1	Nucleoside diphosphate kinase	4.0557e+07
P36013	MAOM_YEAST	MAE1	NAD-dependent malic enzyme, mitochondrial	5.103e+06
P36015	YKT6_YEAST	YKT6	Synaptobrevin homolog YKT6	3.76718e+06
P36016	LHS1_YEAST	LHS1	Heat shock protein 70 homolog LHS1	6.96474e+06
P36017	VPS21_YEAST	VPS21	Vacuolar protein sorting-associated protein 21	1.51762e+07
P36018	YPT52_YEAST	YPT52	GTP-binding protein YPT52	5.45809e+06
